area_use,area_supply,rooms,households,uuid,restrooms,space,management_fee_summer,area_supply_pyeong,floor_plan_url,management_fee_winter,management_fee_year,entrance,apartment_uuid
59.99,84.73,3,249,apartmenttype_615,2,84A㎡,255861.0,25,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=101887&ptpId=1,271989.0,241878.0,계단식,apartment_1165010714
84.96,113.23,3,256,apartmenttype_616,2,113B㎡,362371.0,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=101887&ptpId=4,385213.0,342568.0,계단식,apartment_1165010714
84.97,113.42,3,58,apartmenttype_617,2,113A㎡,362393.0,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=101887&ptpId=3,385236.0,342588.0,계단식,apartment_1165010714
106.14,132.36,3,192,apartmenttype_618,2,132㎡,452705.0,40,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=101887&ptpId=5,481240.0,427965.0,계단식,apartment_1165010714
138.25,172.1,4,68,apartmenttype_619,2,172A㎡,589645.0,52,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=101887&ptpId=6,626813.0,557421.0,계단식,apartment_1165010714
138.72,172.28,4,3,apartmenttype_620,2,172B㎡,591641.0,52,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=101887&ptpId=7,628934.0,559308.0,계단식,apartment_1165010714
59.82,74.52,3,54,apartmenttype_621,1,74㎡,130987.0,22,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=452&ptpId=1,126704.0,126396.0,복도식,apartment_1165010716
83.4,104.15,3,60,apartmenttype_622,1,104B㎡,182620.0,31,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=452&ptpId=3,176648.0,176219.0,복도식,apartment_1165010716
129.93,162.23,4,40,apartmenttype_623,2,162㎡,284506.0,49,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=452&ptpId=4,275202.0,274534.0,복도식,apartment_1165010716
84.96,110.46,3,1260,apartmenttype_624,1,110㎡,231700.0,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=444&ptpId=1,343582.0,268872.0,복도식,apartment_1165010717
59.07,76.99,2,60,apartmenttype_625,1,76㎡,177538.0,23,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=445&ptpId=1,273682.0,225251.0,복도식,apartment_1165010718
71.49,92.94,3,375,apartmenttype_626,1,92㎡,214867.0,28,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=445&ptpId=2,331227.0,272613.0,복도식,apartment_1165010718
70.38,82.31,3,85,apartmenttype_627,1,82㎡,222147.0,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=462&ptpId=1,352997.0,269770.0,복도식,apartment_1165010719
81.9,95.76,3,56,apartmenttype_628,1,95A㎡,258509.0,29,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=462&ptpId=3,410777.0,313926.0,계단식,apartment_1165010719
82.35,96.28,3,83,apartmenttype_629,1,96B㎡,259929.0,29,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=462&ptpId=2,413034.0,315651.0,복도식,apartment_1165010719
117.11,128.67,4,39,apartmenttype_630,2,128㎡,nan,38,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=443&ptpId=1,nan,nan,계단식,apartment_1165010720
146.63,161.11,4,20,apartmenttype_631,2,161A㎡,nan,48,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=443&ptpId=4,nan,nan,계단식,apartment_1165010720
146.81,161.29,4,20,apartmenttype_632,2,161B㎡,nan,48,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=443&ptpId=2,nan,nan,계단식,apartment_1165010720
146.82,161.3,4,19,apartmenttype_633,2,161C㎡,nan,48,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=443&ptpId=5,nan,nan,계단식,apartment_1165010720
205.22,225.47,6,10,apartmenttype_634,2,225㎡,nan,68,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=443&ptpId=3,nan,nan,계단식,apartment_1165010720
45.72,67.44,2,56,apartmenttype_635,1,67㎡,133805.0,20,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=459&ptpId=1,158870.0,145295.0,계단식,apartment_1165010721
64.53,89.58,3,154,apartmenttype_636,1,89㎡,188855.0,27,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=459&ptpId=2,224232.0,205072.0,계단식,apartment_1165010721
115.0,136.65,4,72,apartmenttype_637,2,136㎡,336561.0,41,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=459&ptpId=3,399608.0,365462.0,계단식,apartment_1165010721
118.32,140.6,4,12,apartmenttype_638,2,140㎡,346277.0,42,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=459&ptpId=4,411144.0,376013.0,계단식,apartment_1165010721
137.47,161.31,5,72,apartmenttype_639,2,161㎡,402322.0,48,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=459&ptpId=5,477687.0,436870.0,계단식,apartment_1165010721
147.67,175.47,5,48,apartmenttype_640,2,175㎡,432174.0,53,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=459&ptpId=6,513131.0,469285.0,계단식,apartment_1165010721
146.04,152.76,5,1,apartmenttype_641,3,152㎡,nan,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=1,nan,nan,계단식,apartment_1165010722
147.81,154.53,5,1,apartmenttype_642,3,154A㎡,nan,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=2,nan,nan,계단식,apartment_1165010722
148.23,154.95,5,1,apartmenttype_643,3,154B㎡,nan,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=3,nan,nan,계단식,apartment_1165010722
149.52,157.58,5,1,apartmenttype_644,3,157A㎡,nan,47,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=4,nan,nan,계단식,apartment_1165010722
152.04,158.76,5,1,apartmenttype_645,3,158B㎡,nan,48,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=5,nan,nan,계단식,apartment_1165010722
154.17,162.23,5,1,apartmenttype_646,3,162㎡,nan,49,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=6,nan,nan,계단식,apartment_1165010722
157.11,163.83,5,4,apartmenttype_647,3,163㎡,nan,49,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=7,nan,nan,계단식,apartment_1165010722
162.0,190.35,5,12,apartmenttype_648,3,190D㎡,nan,57,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=31,nan,nan,계단식,apartment_1165010722
164.4,171.12,5,1,apartmenttype_649,3,171A㎡,nan,51,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=9,nan,nan,계단식,apartment_1165010722
164.85,171.57,5,1,apartmenttype_650,3,171C㎡,nan,51,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=11,nan,nan,계단식,apartment_1165010722
169.35,185.62,5,1,apartmenttype_651,3,185A㎡,nan,56,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=23,nan,nan,계단식,apartment_1165010722
169.62,185.91,5,2,apartmenttype_652,3,185B㎡,nan,56,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=24,nan,nan,계단식,apartment_1165010722
170.64,177.88,5,1,apartmenttype_653,3,177D㎡,nan,53,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=12,nan,nan,계단식,apartment_1165010722
173.34,183.02,5,1,apartmenttype_654,3,183B㎡,nan,55,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=20,nan,nan,계단식,apartment_1165010722
179.28,223.61,5,2,apartmenttype_655,3,223B㎡,nan,67,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=44,nan,nan,계단식,apartment_1165010722
184.59,211.6,5,2,apartmenttype_656,3,211㎡,nan,64,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=37,nan,nan,계단식,apartment_1165010722
189.47,228.05,5,8,apartmenttype_657,3,228A㎡,nan,69,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=45,nan,nan,계단식,apartment_1165010722
192.5,192.5,5,6,apartmenttype_658,3,192E㎡,nan,58,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=32,nan,nan,계단식,apartment_1165010722
194.12,224.9,5,5,apartmenttype_659,3,224A㎡,nan,68,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=43,nan,nan,계단식,apartment_1165010722
200.85,217.35,5,8,apartmenttype_660,3,217㎡,nan,65,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=42,nan,nan,계단식,apartment_1165010722
210.71,226.69,5,2,apartmenttype_661,3,226C㎡,nan,68,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=47,nan,nan,계단식,apartment_1165010722
210.72,226.7,5,3,apartmenttype_662,3,226B㎡,nan,68,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=46,nan,nan,계단식,apartment_1165010722
216.0,216.0,5,9,apartmenttype_663,3,216㎡,nan,65,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=41,nan,nan,계단식,apartment_1165010722
49.55,70.18,1,8,apartmenttype_664,1,70G㎡,nan,21,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=140328&ptpId=7,nan,nan,계단식,apartment_1165010723
49.75,70.75,1,27,apartmenttype_665,1,70B㎡,nan,21,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=140328&ptpId=2,nan,nan,계단식,apartment_1165010723
49.77,70.87,1,28,apartmenttype_666,1,70C㎡,nan,21,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=140328&ptpId=3,nan,nan,계단식,apartment_1165010723
49.89,71.56,1,7,apartmenttype_667,1,71F㎡,nan,21,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=140328&ptpId=6,nan,nan,계단식,apartment_1165010723
49.92,70.57,1,40,apartmenttype_668,1,70A㎡,nan,21,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=140328&ptpId=1,nan,nan,계단식,apartment_1165010723
49.94,71.74,1,7,apartmenttype_669,1,71E㎡,nan,21,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=140328&ptpId=5,nan,nan,계단식,apartment_1165010723
49.98,70.92,1,23,apartmenttype_670,1,70D㎡,nan,21,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=140328&ptpId=4,nan,nan,계단식,apartment_1165010723
59.99,76.58,3,19,apartmenttype_671,2,76㎡,nan,23,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=127833&ptpId=5,nan,nan,계단식,apartment_1165010724
82.01,103.6,3,25,apartmenttype_672,2,103B-2㎡,nan,31,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=127833&ptpId=4,nan,nan,계단식,apartment_1165010724
88.93,114.62,3,2,apartmenttype_673,2,114㎡,nan,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=127833&ptpId=6,nan,nan,계단식,apartment_1165010724
50.98,69.11,2,38,apartmenttype_674,1,69A㎡,nan,20,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125080&ptpId=1,nan,nan,계단식,apartment_1165010725
59.96,81.25,3,26,apartmenttype_675,2,81A㎡,nan,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125080&ptpId=12,nan,nan,계단식,apartment_1165010725
59.99,81.05,3,79,apartmenttype_676,2,81B㎡,nan,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125080&ptpId=2,nan,nan,계단식,apartment_1165010725
84.96,111.35,3,147,apartmenttype_677,2,111A㎡,nan,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125080&ptpId=4,nan,nan,계단식,apartment_1165010725
84.97,112.73,3,35,apartmenttype_678,2,112D㎡,nan,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125080&ptpId=7,nan,nan,계단식,apartment_1165010725
84.98,112.57,3,134,apartmenttype_679,2,112C㎡,nan,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125080&ptpId=6,nan,nan,계단식,apartment_1165010725
104.98,137.86,4,27,apartmenttype_680,2,137A㎡,nan,41,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125080&ptpId=11,nan,nan,계단식,apartment_1165010725
115.94,151.46,4,98,apartmenttype_681,2,151A㎡,nan,45,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125080&ptpId=9,nan,nan,계단식,apartment_1165010725
132.98,173.86,4,24,apartmenttype_682,2,173A㎡,nan,52,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125080&ptpId=10,nan,nan,계단식,apartment_1165010725
46.93,62.68,2,4,apartmenttype_683,1,62A㎡,nan,18,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=1,nan,nan,계단식,apartment_1165010726
59.96,80.63,3,378,apartmenttype_684,2,80A㎡,nan,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=3,nan,nan,계단식,apartment_1165010726
74.92,99.45,3,60,apartmenttype_685,2,99C㎡,nan,30,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=4,nan,nan,계단식,apartment_1165010726
74.97,100.28,3,24,apartmenttype_686,2,100A㎡,nan,30,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=6,nan,nan,계단식,apartment_1165010726
84.93,113.77,3,84,apartmenttype_687,2,113M㎡,nan,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=19,nan,nan,계단식,apartment_1165010726
84.94,112.28,3,15,apartmenttype_688,2,112C㎡,nan,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=9,nan,nan,계단식,apartment_1165010726
84.95,112.85,3,213,apartmenttype_689,2,112K㎡,nan,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=17,nan,nan,계단식,apartment_1165010726
84.96,112.39,3,39,apartmenttype_690,2,112E㎡,nan,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=11,nan,nan,계단식,apartment_1165010726
84.97,111.73,3,64,apartmenttype_691,2,111O㎡,nan,33,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=21,nan,nan,계단식,apartment_1165010726
84.98,113.41,3,233,apartmenttype_692,2,113N㎡,nan,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=20,nan,nan,계단식,apartment_1165010726
84.99,113.31,3,125,apartmenttype_693,2,113L㎡,nan,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=18,nan,nan,계단식,apartment_1165010726
101.94,136.13,3,14,apartmenttype_694,2,136F㎡,nan,41,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=31,nan,nan,계단식,apartment_1165010726
101.96,135.37,4,8,apartmenttype_695,2,135A㎡,nan,41,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=26,nan,nan,계단식,apartment_1165010726
101.97,136.22,4,71,apartmenttype_696,2,136D㎡,nan,41,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=29,nan,nan,계단식,apartment_1165010726
101.99,133.8,4,68,apartmenttype_697,2,133H㎡,nan,40,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=33,nan,nan,계단식,apartment_1165010726
116.88,153.28,4,4,apartmenttype_698,2,153B㎡,nan,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=35,nan,nan,계단식,apartment_1165010726
116.92,152.71,4,50,apartmenttype_699,2,152G㎡,nan,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=40,nan,nan,계단식,apartment_1165010726
116.93,154.19,4,169,apartmenttype_700,2,154E㎡,nan,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=38,nan,nan,계단식,apartment_1165010726
116.95,154.87,4,127,apartmenttype_701,2,154F㎡,nan,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=39,nan,nan,계단식,apartment_1165010726
116.96,153.26,4,4,apartmenttype_702,2,153A㎡,nan,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=34,nan,nan,계단식,apartment_1165010726
116.97,154.63,4,51,apartmenttype_703,2,154C㎡,nan,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=36,nan,nan,계단식,apartment_1165010726
133.56,175.5,5,4,apartmenttype_704,2,175B㎡,nan,53,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=43,nan,nan,계단식,apartment_1165010726
133.91,175.85,5,225,apartmenttype_705,2,175C㎡,nan,53,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=44,nan,nan,계단식,apartment_1165010726
133.92,175.7,5,4,apartmenttype_706,2,175A㎡,nan,53,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=42,nan,nan,계단식,apartment_1165010726
133.95,174.19,4,58,apartmenttype_707,2,174D㎡,nan,52,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=45,nan,nan,계단식,apartment_1165010726
168.63,219.32,5,16,apartmenttype_708,3,219D㎡,nan,66,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=49,nan,nan,계단식,apartment_1165010726
168.82,226.17,5,1,apartmenttype_709,3,226H㎡,nan,68,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=53,nan,nan,계단식,apartment_1165010726
168.9,224.86,5,2,apartmenttype_710,3,224C㎡,nan,68,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=48,nan,nan,계단식,apartment_1165010726
168.93,223.67,5,3,apartmenttype_711,3,223F㎡,nan,67,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=51,nan,nan,계단식,apartment_1165010726
168.94,222.52,5,4,apartmenttype_712,3,222E㎡,nan,67,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=50,nan,nan,계단식,apartment_1165010726
168.95,224.29,5,4,apartmenttype_713,3,224A㎡,nan,67,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=46,nan,nan,계단식,apartment_1165010726
168.96,226.71,5,1,apartmenttype_714,3,226J㎡,nan,68,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=55,nan,nan,계단식,apartment_1165010726
178.93,237.58,5,2,apartmenttype_715,3,237A㎡,nan,71,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=56,nan,nan,계단식,apartment_1165010726
185.95,245.01,5,4,apartmenttype_716,3,245A㎡,nan,74,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=57,nan,nan,계단식,apartment_1165010726
200.93,272.26,5,1,apartmenttype_717,3,272B㎡,nan,82,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=59,nan,nan,계단식,apartment_1165010726
200.98,272.14,5,1,apartmenttype_718,3,272A㎡,nan,82,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=58,nan,nan,계단식,apartment_1165010726
234.82,315.31,5,3,apartmenttype_719,3,315C㎡,nan,95,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=62,nan,nan,계단식,apartment_1165010726
234.96,314.73,5,1,apartmenttype_720,3,314B㎡,nan,95,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=61,nan,nan,계단식,apartment_1165010726
59.99,80.1,3,68,apartmenttype_721,2,80㎡,204122.0,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25772&ptpId=1,233705.0,205016.0,계단식,apartment_1165010801
84.95,112.74,3,139,apartmenttype_722,2,112A㎡,289048.0,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25772&ptpId=2,330939.0,290314.0,계단식,apartment_1165010801
84.97,114.81,3,20,apartmenttype_723,2,114B㎡,289099.0,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25772&ptpId=3,330998.0,290365.0,계단식,apartment_1165010801
95.65,125.95,3,31,apartmenttype_724,2,125C㎡,325455.0,38,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25772&ptpId=4,372623.0,326880.0,계단식,apartment_1165010801
95.75,125.96,3,60,apartmenttype_725,2,125A㎡,325786.0,38,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25772&ptpId=5,373003.0,327214.0,계단식,apartment_1165010801
95.8,125.85,3,58,apartmenttype_726,2,125B㎡,325965.0,38,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25772&ptpId=6,373207.0,327393.0,계단식,apartment_1165010801
59.62,81.52,3,27,apartmenttype_727,2,81C㎡,229867.0,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=2,232591.0,218101.0,계단식,apartment_1165010802
59.92,80.96,3,100,apartmenttype_728,2,80A㎡,231023.0,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=1,233762.0,219199.0,계단식,apartment_1165010802
59.95,81.56,3,2,apartmenttype_729,2,81B㎡,231139.0,24,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=3,233879.0,219309.0,계단식,apartment_1165010802
74.93,100.59,3,52,apartmenttype_730,2,100A㎡,288895.0,30,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=11,292319.0,274108.0,계단식,apartment_1165010802
74.96,100.97,3,56,apartmenttype_731,2,100B㎡,289010.0,30,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=12,292436.0,274218.0,계단식,apartment_1165010802
84.93,113.9,3,116,apartmenttype_732,2,113B㎡,327450.0,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=14,331332.0,310690.0,계단식,apartment_1165010802
84.95,112.91,3,164,apartmenttype_733,2,112A㎡,327528.0,34,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=13,331409.0,310763.0,계단식,apartment_1165010802
97.7,130.89,3,47,apartmenttype_734,2,130B㎡,376686.0,39,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=5,381150.0,357405.0,계단식,apartment_1165010802
97.94,130.61,3,23,apartmenttype_735,2,130A㎡,377610.0,39,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=4,382087.0,358283.0,계단식,apartment_1165010802
104.11,138.79,4,42,apartmenttype_736,2,138C㎡,401399.0,42,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=8,406157.0,380854.0,계단식,apartment_1165010802
104.19,138.19,4,23,apartmenttype_737,2,138B㎡,401708.0,41,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=7,406469.0,381147.0,계단식,apartment_1165010802
104.4,137.51,4,86,apartmenttype_738,2,137A㎡,402517.0,41,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=6,407288.0,381915.0,계단식,apartment_1165010802
111.52,149.17,4,6,apartmenttype_739,2,149㎡,429969.0,45,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=15,435065.0,407961.0,계단식,apartment_1165010802
120.86,159.8,4,58,apartmenttype_740,2,159A㎡,465980.0,48,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=9,471502.0,442129.0,계단식,apartment_1165010802
120.98,160.83,4,42,apartmenttype_741,2,160B㎡,466442.0,48,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=10,471971.0,442568.0,계단식,apartment_1165010802
74.3,94.91,3,214,apartmenttype_742,2,94㎡,211294.0,28,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=11844&ptpId=1,276179.0,227123.0,계단식,apartment_1165010803
84.98,106.52,3,346,apartmenttype_743,2,106㎡,241666.0,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=11844&ptpId=2,315878.0,259770.0,계단식,apartment_1165010803
120.18,142.14,5,294,apartmenttype_744,2,142㎡,341768.0,43,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=11844&ptpId=3,446719.0,367371.0,계단식,apartment_1165010803
133.45,154.9,5,136,apartmenttype_745,2,154㎡,379505.0,46,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=11844&ptpId=4,496045.0,407935.0,계단식,apartment_1165010803
101.32,107.5,3,315,apartmenttype_746,1,107㎡,238540.0,32,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=492&ptpId=1,384746.0,289692.0,복도식,apartment_1165010804
131.04,140.69,5,90,apartmenttype_747,2,140A㎡,308510.0,42,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=492&ptpId=2,497602.0,374666.0,계단식,apartment_1165010804
131.07,140.72,5,90,apartmenttype_748,2,140B㎡,308581.0,42,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=492&ptpId=4,497716.0,374752.0,계단식,apartment_1165010804
160.46,172.16,5,120,apartmenttype_749,2,172㎡,377774.0,52,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=492&ptpId=3,609320.0,458784.0,계단식,apartment_1165010804
133.48,156.17,4,4,apartmenttype_750,2,156㎡,nan,47,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=1,nan,nan,계단식,apartment_1165010805
150.85,176.49,4,4,apartmenttype_751,2,176A㎡,nan,53,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=11,nan,nan,계단식,apartment_1165010805
150.95,176.6,3,18,apartmenttype_752,2,176B㎡,nan,53,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=2,nan,nan,계단식,apartment_1165010805
151.16,176.85,4,4,apartmenttype_753,2,176C㎡,nan,53,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=12,nan,nan,계단식,apartment_1165010805
154.9,181.23,4,4,apartmenttype_754,2,181㎡,nan,54,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=3,nan,nan,계단식,apartment_1165010805
161.91,189.43,3,78,apartmenttype_755,2,189㎡,nan,57,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=4,nan,nan,계단식,apartment_1165010805
163.68,191.5,4,4,apartmenttype_756,2,191㎡,nan,58,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=6,nan,nan,계단식,apartment_1165010805
165.39,193.5,4,4,apartmenttype_757,2,193㎡,nan,58,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=5,nan,nan,계단식,apartment_1165010805
169.32,198.1,4,4,apartmenttype_758,2,198A㎡,nan,60,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=13,nan,nan,계단식,apartment_1165010805
169.39,198.18,4,4,apartmenttype_759,2,198B㎡,nan,60,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=7,nan,nan,계단식,apartment_1165010805
174.34,203.97,4,4,apartmenttype_760,2,203A㎡,nan,61,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=8,nan,nan,계단식,apartment_1165010805
176.59,206.6,4,4,apartmenttype_761,2,206B㎡,nan,62,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=9,nan,nan,계단식,apartment_1165010805
244.14,285.61,4,2,apartmenttype_762,2,285㎡,nan,86,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=10,nan,nan,계단식,apartment_1165010805
