uuid,name,type,address,geometry,rating,pedestrian_entrance_uuid,vehicle_entrance_uuid
restaurant_3146,파리크라상 예술의전당점,기타,서울특별시 서초구 서초동 700 지하1층 예술의전당,POINT (127.0146018 37.4801414),2.9,pedestrian_10583130882,localroad_1430679237
restaurant_3183,리나스 예술의전당점,기타,서울특별시 서초구 서초동 700 예술의전당 오페라하우스 1층,POINT (127.0146018 37.4801414),3.9,pedestrian_10583130882,localroad_1430679237
restaurant_3189,피 포차장 (P 포차장),한식,서울특별시 서초구 양재동 80-13 1층 102호,POINT (127.0391679 37.4759556),4.6,pedestrian_436861032,localroad_436861032
restaurant_3216,구디 주식회사,기타,서울특별시 서초구 서초동 1320-10 지하1층 105호,POINT (127.0269155 37.4966335),3.6,pedestrian_3825549715,localroad_9711448980
restaurant_3229,채선당 샤브보트 롯데마트 서초점,한식,"서울특별시 서초구 서초동 1498-5 마제스타시티, 힐스테이트 서리풀",POINT (127.0056607 37.4902033),3,pedestrian_3827338133,localroad_3827338133
restaurant_3358,카페챠챠,분식,서울특별시 서초구 잠원동 27-2 2동(상가동) N103호,POINT (127.0194115 37.5143942),3.4,pedestrian_9892111606,localroad_4181527974
restaurant_3359,프루클링(Fruitkling),한식,서울특별시 서초구 방배동 465-30 선중빌딩,POINT (126.9847177 37.4793838),4.7,pedestrian_4185991264,localroad_4101372795
restaurant_3431,앤티앤스,기타,서울특별시 서초구 서초동 1459-7 1층,POINT (127.0124819 37.4839982),5,pedestrian_8487674262,localroad_8487674262
restaurant_3458,김태완스시 방배본점,일식,서울특별시 서초구 방배동 911-19 1층,POINT (126.9961004 37.4821301),3.1,pedestrian_4185835029,localroad_4185835029
restaurant_3464,오한수 우육면가 고속터미널점,중국식,서울특별시 서초구 반포동 19-4 강남고속버스터미널,POINT (127.0063666 37.5052027),3.5,pedestrian_11708401089,localroad_4147053967
restaurant_3543,서울밥상,한식,서울특별시 서초구 서초동 1626-10 서초다산빌라 1동 1층 101호,POINT (127.0169732 37.4881354),3.1,pedestrian_3827258530,localroad_3827258530
restaurant_3561,광평 평양냉면갈비 강남점,한식,"서울특별시 서초구 서초동 1322-11 1층,2층",POINT (127.0245437 37.4955237),3.2,pedestrian_9632500796,localroad_4184070815
restaurant_3563,타코벨 서울고속터미널점,"외국음식전문점(인도,태국등)",서울특별시 서초구 반포동 19-4 본관 1층 20호,POINT (127.0063666 37.5052027),3.8,pedestrian_11708401089,localroad_4147053967
restaurant_3571,오감식당,한식,서울특별시 서초구 방배동 451-8,POINT (126.9833095 37.4781732),3.4,pedestrian_4101372586,localroad_4101372586
restaurant_3621,비알시디키친166(BRCD kitchen 166),경양식,서울특별시 서초구 방배동 875-2 한승빌딩,POINT (126.9933432 37.4887474),3.2,pedestrian_2623456118,localroad_2623456118
restaurant_3622,철길부산집 교대점,기타,서울특별시 서초구 서초동 1567-6 충신빌딩,POINT (127.0132686 37.4903842),3.6,pedestrian_3827547993,localroad_3827547993
restaurant_3649,캘리포니아,한식,서울특별시 서초구 반포동 746-9 서초빌딩,POINT (127.0212014 37.5037947),2.9,pedestrian_8376423652,localroad_414684605
restaurant_3680,서래장,한식,서울특별시 서초구 반포동 93-7 지하1층,POINT (126.9984455 37.4995673),4.7,pedestrian_2622713691,localroad_2622713691
restaurant_3683,부엉이 산장,한식,서울특별시 서초구 서초동 1307-18 1층,POINT (127.0253529 37.5002609),4.4,pedestrian_1430655025,localroad_4944067989
restaurant_3684,주식회사 빅바이트컴퍼니 잠바주스 서초삼성타운점,기타,서울특별시 서초구 서초동 1327 서초타운트라팰리스 101호,POINT (127.0270873 37.4955897),3.7,pedestrian_3825549699,localroad_3825549699
restaurant_3691,그랑미셸 서울성모점,한식,서울특별시 서초구 반포동 505 지하1층 서울성모병원,POINT (127.0055284 37.5001768),3,pedestrian_1950794551,localroad_2622767637
restaurant_3704,(주)미셸푸드 서울성모식당,한식,서울특별시 서초구 반포동 505 외 1필지 가톨릭대학교 서울성모병원 의과대학 1층,POINT (127.0055284 37.5001768),3.3,pedestrian_1950794551,localroad_2622767637
restaurant_3712,서경,중국식,서울특별시 서초구 방배동 1461 지하1층,POINT (126.9832427 37.4872733),4.4,pedestrian_3804191181,localroad_3804191181
restaurant_3732,해피클럽,기타,서울특별시 서초구 서초동 1538-1,POINT (127.0087851 37.4882292),4.9,pedestrian_3089166485,localroad_3089166485
restaurant_3735,해피럭키참 (Happy Lucky Charm),경양식,서울특별시 서초구 방배동 141-32 (전면기준좌측),POINT (126.9961707 37.4878614),3.1,pedestrian_4185805755,localroad_4185805754
restaurant_3736,옥소반 교대점,한식,서울특별시 서초구 서초동 1557-22 현정빌딩,POINT (127.0116833 37.4914071),4.3,pedestrian_2368063912,localroad_2368063912
restaurant_3763,하늘생태집,한식,서울특별시 서초구 반포동 741-8 1층,POINT (127.0208319 37.5043774),2.7,pedestrian_2477340277,localroad_2477340277
restaurant_3764,김밥천국,분식,서울특별시 서초구 양재동 217 서울오토갤러리 지하1층 금관(가동) 비103호,POINT (127.0353815 37.4617962),3,pedestrian_11009516055,localroad_4278630694
restaurant_3765,브이아이피(VIP),경양식,서울특별시 서초구 서초동 1550-7 두원빌딩,POINT (127.0097956 37.4904903),4.3,pedestrian_3827338148,localroad_3827338148
restaurant_3766,메카 1988's,호프/통닭,서울특별시 서초구 반포동 747 1층 103호,POINT (127.0231437 37.5049011),2.6,pedestrian_2477265745,localroad_2477265745
restaurant_3767,몰디 갈비찜,한식,서울특별시 서초구 잠원동 25-30 부림빌딩,POINT (127.0174479 37.5131795),4,pedestrian_2429722055,localroad_2429722055
restaurant_3770,봄,기타,서울특별시 서초구 양재동 1,POINT (127.03772 37.4848282),2.9,pedestrian_3827169478,localroad_4184399721
restaurant_3816,푸라닭 양재점,호프/통닭,서울특별시 서초구 양재동 278-6 101호,POINT (127.0459448 37.475587),3.2,pedestrian_4184618647,localroad_4184618647
restaurant_3835,꼬미다 큐큐큐 (Comida QQQ),경양식,서울특별시 서초구 양재동 322-2 동우빌딩,POINT (127.0410434 37.4707447),4.2,pedestrian_1925498362,localroad_1925498362
restaurant_3836,"오늘, 까포",한식,서울특별시 서초구 서초동 1542-1 서초동 동일하이빌,POINT (127.0082769 37.4916039),2.8,pedestrian_7888195567,localroad_7888195561
restaurant_3896,더 그루브(the Groove),분식,서울특별시 서초구 반포동 704-7 1층,POINT (127.0194351 37.5099973),2.8,pedestrian_3827672546,localroad_2477342784
restaurant_3902,곰작골 나주곰탕(양재점),한식,서울특별시 서초구 양재동 1-11 1층,POINT (127.0381161 37.4848044),3.4,pedestrian_3827169478,localroad_4184399721
restaurant_3915,사보텐 신논현점,일식,서울특별시 서초구 서초동 1303-16 지하1층 B107~B109,POINT (127.0238286 37.5026812),3.7,pedestrian_12061684193,localroad_1430655015
restaurant_3922,사보텐(사당역점),한식,서울특별시 서초구 방배동 444-3 파스텔시티 401호 일부,POINT (126.982185 37.477722),4.6,pedestrian_4078144566,localroad_1685716300
restaurant_3968,크리스탈제이드 잠원점,중국식,서울특별시 서초구 잠원동 66-2 파스텔프라자 A동,POINT (127.0141108 37.5149178),4.2,pedestrian_11225358152,localroad_436841230
restaurant_3988,그림나베,기타,서울특별시 서초구 방배동 837-10 하나빌딩 1층,POINT (126.992618 37.4905433),4.6,pedestrian_2623456183,localroad_2623456183
restaurant_4053,어로선목로집,한식,"서울특별시 서초구 서초동 1330-20 강남애니타워 2층 201호, 202호",POINT (127.0282025 37.4941843),4,pedestrian_3825549669,localroad_3825549669
restaurant_4063,홍미닭발 강남점,한식,"서울특별시 서초구 서초동 1308 삼미빌딩 105,1호",POINT (127.0242069 37.5014228),2.8,pedestrian_1430655023,localroad_1430655018
restaurant_4182,데블스도어 센트럴시티점(그래머시 센트럴),호프/통닭,서울특별시 서초구 반포동 118-3 외 7필지 센트럴시티 파미에스테이션 1층 BP4-7호,POINT (127.0062828 37.5038414),4.1,pedestrian_9798531669,localroad_1132502938
restaurant_4229,한끼대접 강남점,한식,서울특별시 서초구 서초동 1337-14 이즈타워 지하1층 B105호,POINT (127.0290761 37.4922182),4.1,pedestrian_9621002233,localroad_3825549664
restaurant_4335,두끼 뉴코아아울렛 강남점,뷔페식,서울특별시 서초구 잠원동 70-2 뉴코아아울렛 지하1층,POINT (127.0073063 37.5094004),2.7,pedestrian_4147013853,localroad_4147013853
restaurant_4342,닭이야떡이야,기타,서울특별시 서초구 서초동 1603-69 12동 상가 1층 101호,POINT (127.0178544 37.4856018),3,pedestrian_2932859104,localroad_2932859104
restaurant_4364,무삥과 팟타이,"외국음식전문점(인도,태국등)",서울특별시 서초구 서초동 1327-29 서초파라곤,POINT (127.0273906 37.4948804),4.3,pedestrian_8489910523,localroad_2932859105
restaurant_4376,파파김밥,김밥(도시락),서울특별시 서초구 서초동 1755-1 리더스원 상가,POINT (127.0283206 37.4903107),3.2,pedestrian_9607825959,localroad_3825549659
restaurant_4422,육회바른연어 서초점,경양식,서울특별시 서초구 서초동 1550-6,POINT (127.009547 37.4904792),4.4,pedestrian_3827338147,localroad_3827338147
restaurant_4517,성덕,중국식,서울특별시 서초구 서초동 1603-20 지하1층,POINT (127.0162733 37.4854535),3,pedestrian_3827257147,localroad_3827257147
restaurant_4518,몽도(MONDO),경양식,서울특별시 서초구 잠원동 31-1 (주)용마일렉트로닉스,POINT (127.0162887 37.5135934),3.6,pedestrian_2861578304,localroad_2861578304
restaurant_4556,사보텐 교대역점,일식,서울특별시 서초구 서초동 1691-2 (1층),POINT (127.0156878 37.4947474),4.2,pedestrian_3112239220,localroad_3112239220
restaurant_4572,호산나 식당,한식,서울특별시 서초구 방배동 831-1 1층,POINT (126.9878722 37.4894395),2.7,pedestrian_436844259,localroad_436844259
restaurant_4588,이자카야 잔잔 교대점,일식,서울특별시 서초구 서초동 1570-14 1층,POINT (127.0129357 37.4916159),3.5,pedestrian_3827548013,localroad_3827548013
restaurant_4592,마라연구소 방배점,중국식,서울특별시 서초구 방배동 3282 방배중앙 센트레빌 102동 1층 105호,POINT (126.9867796 37.4933046),3.2,pedestrian_8486755396,localroad_2533109199
restaurant_4605,압구정샌드위치 방배직영점,기타,서울특별시 서초구 방배동 779-2 101호,POINT (126.985438 37.4938428),4.5,pedestrian_2533109201,localroad_2533109201
restaurant_4623,싸다아구찜 서초점,한식,서울특별시 서초구 서초동 1601-10 서초 어반하이 오피스텔 지하1층 B01호-7호,POINT (127.0148471 37.4855677),4.1,pedestrian_3827258462,localroad_3827257146
restaurant_4674,레이지비전(Lazy Vision),기타,서울특별시 서초구 방배동 769-17 1층,POINT (126.986662 37.494475),4.8,pedestrian_4146699344,localroad_2533109208
restaurant_4675,라멘짱 반포점,일식,서울특별시 서초구 반포동 19-4 강남고속버스터미널,POINT (127.0063666 37.5052027),3.6,pedestrian_11708401089,localroad_4147053967
restaurant_4683,굽네치킨 방배4동점,호프/통닭,서울특별시 서초구 방배동 866-20 방배대우디오빌,POINT (126.9841763 37.4859658),3.5,pedestrian_1685686496,localroad_1685686496
restaurant_4764,더 케이 (THE K),경양식,서울특별시 서초구 잠원동 12-16 지하1층,POINT (127.0185971 37.5169825),2.6,pedestrian_600377854,localroad_600377854
restaurant_4823,제이제이 컴퍼니,경양식,서울특별시 서초구 서초동 1687-2 서초플라자,POINT (127.0194018 37.4961119),2.8,pedestrian_8526765366,localroad_3112865087
restaurant_4828,금동산,"외국음식전문점(인도,태국등)",서울특별시 서초구 방배동 875-1,POINT (126.9932056 37.4888904),3.1,pedestrian_2103868103,localroad_2103868103
restaurant_5008,인쌩맥주-서초점,한식,서울특별시 서초구 서초동 1337-11 삼우빌딩 1층,POINT (127.0293326 37.4916256),4.6,pedestrian_3825549661,localroad_3825549661
restaurant_5013,개르메스,분식,서울특별시 서초구 방배동 761-7,POINT (126.9855844 37.495556),4.6,pedestrian_2533109216,localroad_2533109216
restaurant_5014,에크하우스(eckhaus),기타,서울특별시 서초구 양재동 328-6,POINT (127.0417099 37.468128),2.6,pedestrian_4184585521,localroad_4309955650
restaurant_5022,초선 그리고 여포,중국식,서울특별시 서초구 서초동 1330-16 2층 203호,POINT (127.0284465 37.4936817),4.4,pedestrian_3825549669,localroad_3825549669
restaurant_5024,위스키앤티파니,경양식,서울특별시 서초구 서초동 1574-1,POINT (127.0129797 37.4925713),3.1,pedestrian_3030832646,localroad_3030832646
restaurant_5061,제제 양재점,경양식,서울특별시 서초구 서초동 1360-31 정진빌딩,POINT (127.0321816 37.4864138),2.6,pedestrian_4184070817,localroad_4184070817
restaurant_5082,3(쓰리),기타,서울특별시 서초구 서초동 1552-19 지하1,POINT (127.0100188 37.4915734),3.8,pedestrian_3827338154,localroad_3827338154
restaurant_5086,코이라멘 서초점,분식,"서울특별시 서초구 서초동 1344-13 ,14호 E-B103호",POINT (127.0287662 37.4864579),3.6,pedestrian_9657790245,localroad_9657790297
restaurant_5089,초선과여포,중국식,서울특별시 서초구 서초동 1330-16 201호,POINT (127.0284465 37.4936817),3.3,pedestrian_3825549669,localroad_3825549669
restaurant_5114,마라장룡,중국식,서울특별시 서초구 방배동 910-7 1층 나호,POINT (126.9964934 37.4823317),3.5,pedestrian_4185835029,localroad_4185835029
restaurant_5171,넛지커피,기타,서울특별시 서초구 서초동 1713-4 길도빌딩,POINT (127.0124159 37.4941705),4,pedestrian_3153680561,localroad_3153680561
restaurant_5172,타베노미,일식,서울특별시 서초구 양재동 16-32 해동빌딩,POINT (127.0401113 37.4799819),2.9,pedestrian_1694782550,localroad_1694782550
restaurant_5198,데일리픽스,경양식,서울특별시 서초구 서초동 1571-2 1층,POINT (127.0115612 37.4920909),4.7,pedestrian_3827548031,localroad_3827548031
restaurant_5228,(주)삼산회관 양재역점,한식,"서울특별시 서초구 양재동 8-59 ,67호,68호 1층",POINT (127.0384754 37.4832394),3.3,pedestrian_4184399704,localroad_4184399704
restaurant_5232,삼미불오뎅 강남직영점,분식,서울특별시 서초구 서초동 1321-6 서초동아타워 지하1층 주방15-1호,POINT (127.0252162 37.4959888),3.3,pedestrian_9711448910,localroad_2690624934
restaurant_5246,밀갸또,"외국음식전문점(인도,태국등)",서울특별시 서초구 반포동 732-2 1층 101호,POINT (127.020018 37.5052086),2.8,pedestrian_3827671782,localroad_3827671782
restaurant_5284,별빛,한식,서울특별시 서초구 방배동 910-7 명일빌딩 가호 지하1층,POINT (126.9964934 37.4823317),2.5,pedestrian_4185835029,localroad_4185835029
restaurant_5285,희객 방배역점,중국식,서울특별시 서초구 방배동 1023-9,POINT (127.0004494 37.4781933),2.7,pedestrian_4185816724,localroad_4185816724
restaurant_5291,호미스피자,경양식,서울특별시 서초구 서초동 1545-10 미림주택 101호,POINT (127.0099272 37.4882298),3.8,pedestrian_3827338099,localroad_3827338099
restaurant_5296,효은옥,한식,서울특별시 서초구 서초동 1302-24 양지빌딩,POINT (127.0224036 37.5035434),2.7,pedestrian_12061682134,localroad_2281095534
