uuid,type,name,address,geometry,rating,pedestrian_entrance_uuid,vehicle_entrance_uuid
hospital_792,치과,아인스치과교정과치과의원,"서울특별시 서초구 강남대로 399, 3층 (서초동, 몬테소리빌딩)",POINT (127.0268421 37.49826672),4.8,pedestrian_9632500763,localroad_3101791329
hospital_797,치과,아트부부치과의원,"서울특별시 서초구 반포대로 38, 3층 (서초동, 와라빌딩)",POINT (127.0119208 37.48389485),3.4,pedestrian_1430679904,localroad_1430679904
hospital_1378,치과,애플치과의원,"서울특별시 서초구 서초대로52길 19, 도원빌딩 2층 (서초동)",POINT (127.014786 37.49289965),4.6,pedestrian_2932857700,localroad_2932857700
hospital_819,치과,양재예스치과의원,"서울특별시 서초구 강남대로 224, 303호 (양재동, 한신휴플러스)",POINT (127.0351182 37.48401701),3,pedestrian_4865811281,localroad_4865811281
hospital_821,치과,양지바른치과의원,"서울특별시 서초구 방배로 118, 5,6층 (방배동)",POINT (126.9958646 37.48479657),3.4,pedestrian_1696934743,localroad_1696934743
hospital_824,치과,어울림치과의원,"서울특별시 서초구 효령로74길 4, 5층 (서초동, 우담빌딩)",POINT (127.0265548 37.48776473),2.8,pedestrian_9608955234,localroad_3827170317
hospital_840,치과,에이아이치과의원,"서울특별시 서초구 강남대로 341, 7층 (서초동, 삼원빌딩)",POINT (127.0293599 37.49325571),2.9,pedestrian_9608955337,localroad_571448680
hospital_1380,치과,엔와이유서울치과의원,"서울특별시 서초구 잠원로 24, 410호 (반포동, 반포자이프라자)",POINT (127.0098714 37.50711642),3.6,pedestrian_11738027546,localroad_11738027546
hospital_844,치과,엘리드치과의원,"서울특별시 서초구 서초중앙로 107, 201호 (서초동, 삼화빌딩)",POINT (127.0137818 37.49145294),2.6,pedestrian_2295372311,localroad_2295372311
hospital_845,치과,엠씨지치과의원,"서울특별시 서초구 서초중앙로 166, 7층 (서초동)",POINT (127.0132942 37.49657432),2.6,pedestrian_12062647670,localroad_3339367713
hospital_852,치과,연세굿데이치과의원,"서울특별시 서초구 강남대로 206, 5,6층일부호 (양재동)",POINT (127.0360282 37.48311825),2.5,pedestrian_9159792967,localroad_9159792967
hospital_860,치과,연세내곡치과의원,"서울특별시 서초구 청계산로 189 (신원동, 내곡드림시티2, 407호)",POINT (127.0554911 37.44838578),3.8,pedestrian_3547291980,localroad_3547291980
hospital_864,치과,연세더편한치과의원,"서울특별시 서초구 태봉로 68, 402호 (우면동, 우면프라자)",POINT (127.0253403 37.46431467),2.9,pedestrian_3744265309,localroad_562451108
hospital_869,치과,연세미래치과의원,"서울특별시 서초구 고무래로 26, 4층 (반포동, 쌍동빌딩)",POINT (127.0112415 37.50234818),4.4,pedestrian_12061668090,localroad_1962358624
hospital_871,치과,연세미치과의원,"서울특별시 서초구 강남대로 375, 501호 (서초동,현대타워)",POINT (127.0278549 37.49634833),2.9,pedestrian_9711448979,localroad_571448492
hospital_877,치과,연세봄치과의원,"서울특별시 서초구 남부순환로 2632, 양재빌딩 (양재동)",POINT (127.0384171 37.48489608),2.8,pedestrian_11431861710,localroad_4184399715
hospital_1389,치과,연세에이플란트치과의원,"서울특별시 서초구 강남대로 463, 리젠메디컬타워 4층 (서초동)",POINT (127.0244466 37.50344901),2.6,pedestrian_11034183379,localroad_2281095539
hospital_890,치과,연세예니하니치과의원,"서울특별시 서초구 신반포로3길 8, 반포프라자 306호 (반포동)",POINT (126.986904 37.50213895),3.2,pedestrian_12147442531,localroad_12147442531
hospital_891,치과,연세원치과의원,"서울특별시 서초구 잠원로4길 33-2, 잠원동 스타빌딩 4층 (잠원동)",POINT (127.0106598 37.51281566),4.7,pedestrian_4634374794,localroad_4634374794
hospital_894,치과,연세윤앤진치과의원,"서울특별시 서초구 서초중앙로 56, 3층 (서초동, 블루타워 )",POINT (127.0154594 37.48689948),4.1,pedestrian_1965713702,localroad_1965713702
hospital_900,치과,연세자연애치과의원,"서울특별시 서초구 헌릉로 176, 서울영동농협종합시설 3층 1호 (내곡동)",POINT (127.0595198 37.45663246),4.1,pedestrian_5092061478,localroad_5092061478
hospital_902,치과,연세정직한치과의원,"서울특별시 서초구 과천대로 946, 201,202호 (방배동)",POINT (126.9821547 37.47500709),4.6,pedestrian_4644299341,localroad_4644299351
hospital_1386,치과,연세제중치과의원,서울특별시 서초구 사임당로 175 (서초동),POINT (127.0286772 37.49298035),2.5,pedestrian_9608955311,localroad_3825549664
hospital_905,치과,연세좋은손치과의원,"서울특별시 서초구 서초대로 304, 3층 (서초동, 강한미크리닉빌딩)",POINT (127.0149389 37.49379568),3.8,pedestrian_9914441878,localroad_8556927605
hospital_906,치과,연세좋은치과의원,"서울특별시 서초구 방배천로 5-3, 4층 (방배동, 도양빌딩)",POINT (126.9822576 37.47704924),2.5,pedestrian_4078144564,localroad_1905595295
hospital_1382,치과,연세주니어치과의원,"서울특별시 서초구 잠원로14길 41, 301호 (잠원동, 신반포12차상가)",POINT (127.0143746 37.51649721),4.1,pedestrian_8488915395,localroad_436841230
hospital_910,치과,연세키즈앤틴즈치과의원,"서울특별시 서초구 서초중앙로 227, 5층 (반포동, 진일빌딩)",POINT (127.0114418 37.50186477),3,pedestrian_12061668089,localroad_436864995
hospital_928,치과,예담치과의원,"서울특별시 서초구 서초중앙로 99, 서교빌딩 4층 (서초동)",POINT (127.0082143 37.48998166),3.4,pedestrian_7888119761,localroad_3221788781
hospital_930,치과,예미솔치과의원,"서울특별시 서초구 서초중앙로 26, 205호 (서초동, 래미안서초유니빌)",POINT (127.0169918 37.48468721),4.8,pedestrian_2655442257,localroad_2655442257
hospital_931,치과,예미안치과의원,"서울특별시 서초구 서초대로 280, 2층 (서초동)",POINT (127.0123724 37.4929703),4.1,pedestrian_2368063910,localroad_2368063910
hospital_935,치과,예스치과의원,"서울특별시 서초구 태봉로 62, 303호 (우면동, 네이처프라자)",POINT (127.0249976 37.46405707),3.1,pedestrian_3744265308,localroad_3744265302
hospital_936,치과,예원치과의원,"서울특별시 서초구 방배로 115, 3층 (방배동, 방배메디칼)",POINT (126.9954054 37.48439209),4.9,pedestrian_1696934743,localroad_1696934743
hospital_892,치과,예턱치과의원,"서울특별시 서초구 효령로 276, 3층 (서초동)",POINT (127.0144544 37.48438174),2.9,pedestrian_4185691251,localroad_4185691251
hospital_943,치과,오늘의치과의원,"서울특별시 서초구 강남대로 429, 401호 (서초동)",POINT (127.0258404 37.50071143),4.7,pedestrian_11183748448,localroad_2280678683
hospital_944,치과,오르세치과의원,"서울특별시 서초구 서초대로77길 62, 강남역 IPARK 304~306호 (서초동)",POINT (127.023903 37.50273084),3.6,pedestrian_4946614564,localroad_1430655015
hospital_1390,치과,오영진치과의원,"서울특별시 서초구 신반포로 213, 7동 313호 (잠원동, 반포쇼핑타운)",POINT (127.0072716 37.50726585),4.3,pedestrian_11428504914,localroad_8487538012
hospital_954,치과,오케이플란트치과의원,"서울특별시 서초구 마방로2길 94, 3층 (양재동)",POINT (127.0398141 37.46947565),2.7,pedestrian_8496526205,localroad_8496526205
hospital_960,치과,옥수수치과의원,"서울특별시 서초구 강남대로 483, 3층 (반포동, 청호빌딩)",POINT (127.0236489 37.50532543),4.7,pedestrian_2477265747,localroad_2477265747
hospital_963,치과,온마음치과의원,"서울특별시 서초구 서초중앙로28길 10, 5층 (서초동, 명신빌딩)",POINT (127.0143152 37.4967808),3.8,pedestrian_3827548497,localroad_3827548497
hospital_973,치과,올치과의원,"서울특별시 서초구 방배로 22, 201호 (방배동)",POINT (127.0009475 37.47706697),3.9,pedestrian_11431861572,localroad_1696934651
hospital_976,치과,와이(WHY)구강악안면외과치과의원,"서울특별시 서초구 강남대로 527, 브랜드칸 타워 3층 (반포동)",POINT (127.02185 37.50908783),3.9,pedestrian_4182209842,localroad_3827672541
hospital_953,치과,와이즈치과의원,"서울특별시 서초구 서초중앙로 160, 1201호(서초동 법률센터)",POINT (127.0134813 37.49613208),3.7,pedestrian_2103866974,localroad_2103866974
hospital_853,치과,요요치과의원,"서울특별시 서초구 강남대로 439 , 6층 (서초동,유화빌딩)",POINT (127.0253688 37.50154229),3.2,pedestrian_4867295786,localroad_1430655018
hospital_993,치과,우면본치과의원,"서울특별시 서초구 바우뫼로7길 3, 중평빌딩 501호 (우면동)",POINT (127.0251002 37.47054847),2.8,pedestrian_8491008550,localroad_562451052
hospital_999,치과,웃는바른이치과교정과치과의원,"서울특별시 서초구 서초대로 13, 방배 마에스트로 1동 2층 201,202호 (방배동)",POINT (126.9838491 37.48590765),3,pedestrian_1905595277,localroad_1905595277
hospital_1000,치과,웃는오늘치과의원,"서울특별시 서초구 효령로 403, 306호 (서초동)",POINT (127.0277492 37.48891559),4.4,pedestrian_9601999073,localroad_414684345
hospital_1002,치과,워싱턴치과교정과치과의원,"서울특별시 서초구 서초대로77길 15, 대경빌딩 2층 (서초동)",POINT (127.0260752 37.49893787),2.8,pedestrian_4946614556,localroad_4944067989
hospital_1006,치과,원진치과의원,"서울특별시 서초구 서초대로77길 25, 경일빌딩 3층 (서초동)",POINT (127.0255892 37.49993836),4,pedestrian_1430655022,localroad_4944067989
hospital_1014,치과,웰치과의원,"서울특별시 서초구 동작대로 108, 403호 (방배동, 디오슈페리움2)",POINT (126.9826166 37.4860911),4,pedestrian_8485173586,localroad_8485173586
hospital_1024,치과,유디치과병원,"서울특별시 서초구 강남대로 309, 코리아비지니스센타 3층 (서초동)",POINT (127.0305403 37.49062285),2.6,pedestrian_4865883235,localroad_3826341157
hospital_1395,치과,유디치과의원,"서울특별시 서초구 강남대로 309, 코리아비지니스센타 3층 (서초동)",POINT (127.0305394 37.49062447),4,pedestrian_4865883235,localroad_3826341157
hospital_1038,치과,유인호치과의원,"서울특별시 서초구 효령로 274, (서초동)",POINT (127.0142135 37.48439358),3.8,pedestrian_1965713748,localroad_1965713748
hospital_1040,치과,유펜아이비치과의원,"서울특별시 서초구 반포대로 291, 원베일리 스퀘어 2층 209,210호 (반포동)",POINT (126.999481 37.50490207),3.9,pedestrian_11641439376,localroad_11641439376
hospital_1404,치과,유펜초이스치과의원,"서울특별시 서초구 동작대로 194, 2층 (방배동)",POINT (126.9831914 37.49383589),4.5,pedestrian_4195788589,localroad_4195788589
hospital_1041,치과,유포스치과의원,"서울특별시 서초구 서초중앙로 230, 2층 (반포동, 동화반포프라자빌딩)",POINT (127.0120244 37.50215636),4.1,pedestrian_12061668098,localroad_436817738
hospital_1026,치과,윤동주치과의원,서울특별시 서초구 강남대로10길 21 (양재동),POINT (127.0404826 37.46860001),3.8,pedestrian_9693971043,localroad_4865811287
hospital_1044,치과,윤병호치과의원,"서울특별시 서초구 바우뫼로 23, 7층 (우면동, 선일빌딩)",POINT (127.0252555 37.4704096),4.2,pedestrian_562451052,localroad_562451052
hospital_1027,치과,윤석대치과의원,서울특별시 서초구 신반포로23길 31 (잠원동),POINT (127.0014673 37.50914006),5,pedestrian_4146924168,localroad_1132441037
hospital_1053,치과,의료법인명경의료재단꽃마을치과의원,"서울특별시 서초구 서초중앙로 110, 401호 (서초동, 롯데케슬메디치)",POINT (127.0145226 37.49159043),4.8,pedestrian_2295372310,localroad_2295372310
hospital_1060,치과,이가치과의원,"서울특별시 서초구 서초대로77길 3, 1307호 (방배동, 아라타워)",POINT (127.0265048 37.49806091),2.7,pedestrian_9632500766,localroad_8489896381
hospital_1061,치과,이가편한방배치과의원,"서울특별시 서초구 방배로 81, 유경빌딩 (방배동)",POINT (126.9971188 37.48166506),3.7,pedestrian_5935888703,localroad_5935888703
hospital_1076,치과,이롬치과의원,"서울특별시 서초구 서초중앙로 125, 로이어즈타워 5층 501, 502, 503, 509호 (서초동)",POINT (127.0134188 37.49300947),4.2,pedestrian_3827548050,localroad_3827548050
hospital_1079,치과,이미지치과의원,"서울특별시 서초구 사평대로 360, 2층 (서초동, 양지빌딩)",POINT (127.022399 37.50354366),2.6,pedestrian_12061682134,localroad_2281095534
hospital_1083,치과,이석민치과의원,"서울특별시 서초구 신반포로47길 124, 텍사스바 근생빌딩B동 2층 (잠원동)",POINT (127.0188133 37.51570875),4.6,pedestrian_2244637696,localroad_2244637696
hospital_1418,치과,이선규치과의원,"서울특별시 서초구 동산로 64, 3층 (양재동, 미래성빌딩)",POINT (127.0457652 37.47180297),4,pedestrian_1925498403,localroad_1925498403
hospital_1420,치과,이수치과의원,"서울특별시 서초구 서초대로 6, 미송타워 5층 (방배동)",POINT (126.9830049 37.48517709),3.9,pedestrian_8485173590,localroad_8485173590
hospital_1092,치과,이엔이치과의원,"서울특별시 서초구 서초대로 302, 801호 (서초동, 교대역인앤인오피스)",POINT (127.0146952 37.49371886),4.8,pedestrian_9914441878,localroad_3827548465
hospital_1082,치과,이완승치과의원,"서울특별시 서초구 바우뫼로 99 (양재동, 양재동)",POINT (127.0311793 37.47435407),4.8,pedestrian_1925498694,localroad_436801370
hospital_1097,치과,이윤희치과의원,서울특별시 서초구 사평대로26길 59 (반포동),POINT (126.9991568 37.49745733),3.2,pedestrian_3796948936,localroad_3796948936
hospital_1102,치과,이을치과의원,"서울특별시 서초구 서래로 49, 4층 (반포동)",POINT (126.9980275 37.49931501),3.5,pedestrian_2622713691,localroad_2622713691
hospital_1113,치과,이클래스치과의원,"서울특별시 서초구 동광로 75, 2층 (방배동)",POINT (126.9906453 37.49306933),3.6,pedestrian_414684380,localroad_414684380
hospital_1114,치과,이태수치과의원,서울특별시 서초구 효령로 304,POINT (127.0178038 37.4847316),3.8,pedestrian_2655442263,localroad_2655442263
hospital_1115,치과,이태준치과의원,서울특별시 서초구 효령로 229 (서초동),POINT (127.0091029 37.48387258),4.3,pedestrian_3827337507,localroad_3827337507
hospital_1119,치과,이현아치과의원,"서울특별시 서초구 서초중앙로24길 55, 201호(서초동,서초프라자)",POINT (127.0193902 37.49610378),3.1,pedestrian_8526765366,localroad_3112865087
hospital_1127,치과,인치과의원,"서울특별시 서초구 서래로6길 4, 3층 (반포동, 반포동)",POINT (126.9984927 37.49769365),4.9,pedestrian_2622713683,localroad_2622713683
hospital_1425,치과,일리노이치과교정과치과의원,"서울특별시 서초구 나루터로4길 61, 305호 (잠원동, 뉴타운빌딩)",POINT (127.0134667 37.50959121),2.6,pedestrian_8489061229,localroad_11738027531
hospital_1136,치과,임플란티아치과의원,"서울특별시 서초구 논현로 87, B동 302호 (양재동, 삼호물산)",POINT (127.0442142 37.47756255),4.2,pedestrian_3693412483,localroad_3693412483
hospital_1148,치과,자이서울엠치과의원,"서울특별시 서초구 잠원로 24, 513호 (반포동, 반포자이프라자상가)",POINT (127.0098732 37.5071157),4.6,pedestrian_11738027546,localroad_11738027546
hospital_1153,치과,장계봉치과의원,"서울특별시 서초구 방배로 169, 한국수입협회(KOIMA)빌딩 3층 (방배동)",POINT (126.992613 37.48862741),3.3,pedestrian_2103868103,localroad_2103868103
hospital_1165,치과,재주좋은치과의원,"서울특별시 서초구 서초대로 332, 신승빌딩 3층 (서초동)",POINT (127.0179078 37.49468556),3.3,pedestrian_3355067063,localroad_3355067063
hospital_1151,치과,전혜림치과의원,"서울특별시 서초구 효령로 18, 3층 (방배동, 태우빌딩)",POINT (126.9870791 37.47718259),2.5,pedestrian_2110341086,localroad_2110341086
hospital_1168,치과,젊어지는치과의원,"서울특별시 서초구 강남대로 405, 통영빌딩 5, 9, 12층 (서초동)",POINT (127.0266924 37.49877501),3.3,pedestrian_9632500775,localroad_3101791329
hospital_1174,치과,정문섭치과의원,"서울특별시 서초구 효령로 181, 301호 (서초동, 영일빌딩)",POINT (127.0038849 37.48286166),3.3,pedestrian_1925407821,localroad_1925407821
hospital_1162,치과,정으로가는치과의원,서울특별시 서초구 서초대로 316 (서초동),POINT (127.0161705 37.49406465),3.9,pedestrian_3827548470,localroad_3827548470
hospital_1179,치과,정진열치과의원,서울특별시 서초구 방배로 100 (방배동),POINT (126.9967775 37.48328489),4.5,pedestrian_436844219,localroad_436844219
hospital_1180,치과,정찬권에이블치과의원,"서울특별시 서초구 서초중앙로 156, 블루원빌딩 6층 (서초동)",POINT (127.0135384 37.4956331),4.9,pedestrian_12062647669,localroad_2103866974
hospital_1433,치과,정찬권에이블치과의원,"서울특별시 서초구 서초중앙로 156, 블루원빌딩 6층 (서초동)",POINT (127.0135384 37.4956331),3.1,pedestrian_12062647669,localroad_2103866974
hospital_1184,치과,제나두치과의원,"서울특별시 서초구 방배로13길 18, 211호 (방배동, 방배아크로타워)",POINT (126.9952875 37.48313554),2.8,pedestrian_1696934728,localroad_1696934728
hospital_1131,치과,제이디치과교정과치과의원,"서울특별시 서초구 강남대로 621, 10층 (잠원동, K TOWER)",POINT (127.0187907 37.5171309),3.8,pedestrian_600377854,localroad_600377854
hospital_1188,치과,제이에스(JS)치과의원,"서울특별시 서초구 반포대로 58, 2층 (서초동, 서초아트자이)",POINT (127.0119965 37.48555513),4.5,pedestrian_1965713705,localroad_1965713705
hospital_1442,치과,제트구강악안면외과치과의원,"서울특별시 서초구 서초대로78길 26, 5층 (서초동, 강남선인빌딩)",POINT (127.0277279 37.49536086),4.5,pedestrian_9711448918,localroad_571448492
hospital_1182,치과,조경치과의원,서울특별시 서초구 고무래로 26  (반포동),POINT (127.01138 37.50209093),4,pedestrian_12061668090,localroad_436817738
hospital_1199,치과,조이치과의원,"서울특별시 서초구 서초중앙로24길 17, 4층 (서초동, 베아따빌딩)",POINT (127.0154244 37.4950027),4.6,pedestrian_3112174493,localroad_3112174493
hospital_1200,치과,조혜연치과의원,"서울특별시 서초구 방배로 93, 201호 (방배동, 보령빌딩)",POINT (126.9965991 37.48256975),5,pedestrian_4185835029,localroad_4185835029
hospital_1446,치과,좋은얼굴삼풍치과의원,"서울특별시 서초구 서초중앙로24길 27, G5센트럴프라자 223,224,225호 (서초동)",POINT (127.0164015 37.49540982),3.1,pedestrian_4833838769,localroad_3112174494
hospital_1205,치과,주혜연치과의원,"서울특별시 서초구 효령로 223, 2층 (서초동, JY타워)",POINT (127.008507 37.4837408),4.2,pedestrian_3827337506,localroad_3827337506
hospital_1447,치과,중앙치과의원,"서울특별시 서초구 남부순환로 2614, 303호 (양재동, 한솔상가)",POINT (127.0366578 37.48449431),3.7,pedestrian_11431861685,localroad_4184399727
hospital_1448,치과,쥬빌리치과의원,"서울특별시 서초구 방배로 225, 5층층 (방배동, 남전빌딩)",POINT (126.9898383 37.493181),3.4,pedestrian_2622874627,localroad_2624211585
hospital_1449,치과,즐거운연세치과의원,"서울특별시 서초구 서래로10길 9, 103호 (반포동, 서래빌딩)",POINT (126.9988782 37.49953757),2.7,pedestrian_2628399840,localroad_2628399840
hospital_1451,치과,지성준치과의원,"서울특별시 서초구 바우뫼로7길 8, 4층 (우면동, 우면동, 세신우면종합상가)",POINT (127.025381 37.47085395),3,pedestrian_4634856427,localroad_4634856427
hospital_1452,치과,지앤미치과의원,서울특별시 서초구 사임당로 174,POINT (127.0286602 37.4924108),3.7,pedestrian_9608955313,localroad_4184070814
hospital_1456,치과,지인치과의원,서울특별시 서초구 신반포로 157 1동 4층 (잠원동),POINT (127.0014612 37.50551303),3.2,pedestrian_11428504925,localroad_1445606439
hospital_1484,치과,체리스마일치과의원,"서울특별시 서초구 강남대로 421, 4층 (서초동, 삼영빌딩)",POINT (127.0261644 37.50008969),3.1,pedestrian_11183748448,localroad_2280678683
hospital_1487,치과,초이스치과의원,"서울특별시 서초구 강남대로 221, 2층 (양재동, 양재동, 환승주차장)",POINT (127.0344231 37.48330923),2.8,pedestrian_1859565549,localroad_4865811281
hospital_1488,치과,최낙준치과의원,"서울특별시 서초구 서운로 207, 303호 (서초동, 삼호종합상가)",POINT (127.0217739 37.50150868),4.1,pedestrian_12061673677,localroad_1430655026
hospital_1489,치과,최남식치과의원,"서울특별시 서초구 동광로 1, 대양빌딩 (방배동)",POINT (126.983025 37.49107049),3,pedestrian_436838063,localroad_436838063
hospital_1493,치과,최성연치과의원,"서울특별시 서초구 서초대로 96, 2층 (방배동)",POINT (126.992854 37.48719356),4.7,pedestrian_436849906,localroad_436849906
hospital_1495,치과,최앤최치과의원,"서울특별시 서초구 서초중앙로 69, 407,408호 (서초동, 르네상스오피스텔)",POINT (127.0143148 37.48783803),4.1,pedestrian_1965713690,localroad_1965713690
hospital_1499,치과,최인호치과의원,"서울특별시 서초구 동작대로 132, 401호 (방배동)",POINT (126.9827699 37.48825796),2.5,pedestrian_1825741516,localroad_1825741516
hospital_1502,치과,최정원치과의원,"서울특별시 서초구 논현로 139, 대흥빌딩 302호 (양재동)",POINT (127.0425955 37.4819944),2.6,pedestrian_436843486,localroad_436843486
hospital_1505,치과,최진석치과의원,"서울특별시 서초구 방배로 97, 2층 (방배동)",POINT (126.9962926 37.48284959),4.1,pedestrian_436844219,localroad_436844219
hospital_1506,치과,최치과의원,"서울특별시 서초구 서초대로 275, 중앙빌딩 504호 (서초동)",POINT (127.0116413 37.49339727),4.1,pedestrian_3153680761,localroad_3153680761
hospital_1515,치과,케이에스치과의원,서울특별시 서초구 서초대로 307 (서초동),POINT (127.0151321 37.49440618),3.7,pedestrian_9892967357,localroad_3355067057
hospital_1516,치과,케이치과의원,"서울특별시 서초구 서초중앙로 18, 208,209호 (서초동, 쌍용플래티넘)",POINT (127.0173487 37.48404762),4,pedestrian_7996340644,localroad_2655442257
hospital_1523,치과,콩세알튼튼치과의원,"서울특별시 서초구 서초중앙로 42, 블루핀타워 8층 (서초동)",POINT (127.0162578 37.48586565),4.1,pedestrian_3827258463,localroad_3827258463
hospital_1527,치과,크림치과의원,"서울특별시 서초구 서초대로 411, 지하1층 B1,2호 (서초동, GT TOWER)",POINT (127.0259227 37.49810835),4.8,pedestrian_12061682123,localroad_1906756396
hospital_1539,치과,킴스치과의원,"서울특별시 서초구 동작대로 120, 성산빌딩 3층 (방배동)",POINT (126.9827083 37.48725125),2.8,pedestrian_11710856345,localroad_3804191182
hospital_1540,치과,킹스치과의원,"서울특별시 서초구 강남대로 605, 3층 (잠원동, 휴먼타워)",POINT (127.0191613 37.5157514),3.7,pedestrian_9891988064,localroad_7168332244
hospital_1126,치과,테마가있는치과의원,"서울특별시 서초구 강남대로 437, 대원빌딩 8층 (서초동)",POINT (127.0254547 37.50135125),4.5,pedestrian_4867295786,localroad_1430655018
hospital_1556,치과,티유치과의원,"서울특별시 서초구 서초대로77길 54, 서초더블유타워 12층 (서초동)",POINT (127.0248169 37.50257983),3.5,pedestrian_1430655018,localroad_1430655018
hospital_1538,치과,파스텔치과의원,서울특별시 서초구 신반포로33길 27 (잠원동),POINT (127.0100442 37.51036822),4.2,pedestrian_4185626652,localroad_4185626652
hospital_1560,치과,페리오치과의원,"서울특별시 서초구 바우뫼로 205, 3층 (양재동)",POINT (127.0412696 37.48044909),3,pedestrian_1694782652,localroad_1694782652
hospital_1585,치과,푸른서울치과의원,서울특별시 서초구 서초중앙로 227 (반포동),POINT (127.0114418 37.50186477),4.1,pedestrian_12061668089,localroad_436864995
hospital_1152,치과,풀내음한의원꽃내음치과의원,"서울특별시 서초구 서초중앙로 62, 우일빌딩 2층 (서초동)",POINT (127.0152694 37.48729956),3.3,pedestrian_9602018629,localroad_3827258509
hospital_1524,치과,프라임치과의원,서울특별시 서초구 서초중앙로 115  (서초동),POINT (127.0135917 37.4920396),3.2,pedestrian_3827548035,localroad_3827548035
hospital_1468,치과,플라덴치과의원,"서울특별시 서초구 강남대로 605, 7층 (잠원동, 세양21세기 휴먼TOWER)",POINT (127.0191614 37.5157505),3.2,pedestrian_9891988064,localroad_7168332244
hospital_1578,치과,플러스치과의원,"서울특별시 서초구 서운로 19, 801호 (서초동,서초월드오피스텔)",POINT (127.0292791 37.48578025),4.9,pedestrian_9657790269,localroad_3690640327
hospital_1590,치과,필치과병원,"서울특별시 서초구 방배로 245, 3층 (방배동, 현대클리닉빌딩)",POINT (126.9888638 37.49476631),2.6,pedestrian_2533109211,localroad_2533109211
hospital_1595,치과,하늘사랑치과의원,"서울특별시 서초구 사임당로 171, 3층 (서초동, EWR빌딩)",POINT (127.0283497 37.49272887),2.7,pedestrian_9608955321,localroad_4184070814
hospital_1598,치과,하루플란트치과의원,"서울특별시 서초구 강남대로 411, 7~10층 (서초동)",POINT (127.0265109 37.49916032),3.3,pedestrian_2280678683,localroad_2280678683
hospital_1600,치과,하상현치과의원,"서울특별시 서초구 방배로 91, 2층 (방배동, 신진빌딩)",POINT (126.9967125 37.4824301),2.6,pedestrian_4185835029,localroad_4185835029
hospital_1601,치과,하얀돌치과의원,"서울특별시 서초구 효령로 322, 2층 (서초동)",POINT (127.0195447 37.48558422),3.6,pedestrian_2655472846,localroad_2655472846
hospital_1609,치과,한국치과의원,"서울특별시 서초구 청계산로 195, 2층 201호 (신원동, 프라임시티)",POINT (127.0557274 37.44792593),4.3,pedestrian_3547291980,localroad_3547291980
hospital_1614,치과,한성익의원 치과의원,"서울특별시 서초구 서초대로78길 36, 11층 (서초동, 강남지웰타워)",POINT (127.0281551 37.49471194),3.7,pedestrian_571448678,localroad_571448678
hospital_1615,치과,한성익의원.치과의원,"서울특별시 서초구 서초대로78길 36, 11층 (서초동, 강남지웰타워)",POINT (127.0281551 37.49471194),2.6,pedestrian_571448678,localroad_571448678
hospital_1616,치과,한솔이준규치과의원,서울특별시 서초구 서초중앙로 48 3층 (서초동),POINT (127.0158096 37.48626846),3.3,pedestrian_3827258473,localroad_3827258473
hospital_1617,치과,한신서울치과의원,"서울특별시 서초구 잠원로 94, 3층 306호 (잠원동, 한신빌딩)",POINT (127.0068451 37.51272881),4.1,pedestrian_9791563526,localroad_436843824
hospital_1477,치과,한신치과의원,"서울특별시 서초구 신반포로23길 30, 212,213호 (잠원동, 반원상가)",POINT (127.0035469 37.50878544),3.5,pedestrian_2244637675,localroad_2244637675
hospital_1635,치과,행복한치과의원,"서울특별시 서초구 서초중앙로24길 3, 5층 (서초동, 서전빌딩)",POINT (127.013956 37.49477484),3.2,pedestrian_3112174491,localroad_3112174491
hospital_1643,치과,현대웰치과의원,"서울특별시 서초구 고무래로8길 2, 3층 (반포동)",POINT (127.0105212 37.50277514),3.6,pedestrian_1962358621,localroad_1962358621
hospital_1050,치과,홈플란트치과의원,"서울특별시 서초구 서초대로54길 24, 5층 (서초동)",POINT (127.0159503 37.49313196),4.4,pedestrian_2295372307,localroad_2295372307
hospital_1458,치과,홍지호치과의원,서울특별시 서초구 반포대로 287 (반포동),POINT (127.0008098 37.5043994),3.7,pedestrian_11428504869,localroad_8486796673
hospital_958,치과,화음치과의원,"서울특별시 서초구 강남대로 525, 6층 (반포동, 세영제이타워)",POINT (127.0219133 37.50894816),3.4,pedestrian_4182209842,localroad_2477340264
hospital_989,치과,화이트드림치과의원,"서울특별시 서초구 서초대로77길 17, BLOCK77 5층 (서초동)",POINT (127.0257524 37.4995536),3.1,pedestrian_12061673705,localroad_4944067989
hospital_992,치과,화이트스마일치과의원,서울특별시 서초구 서초대로 240 (서초동),POINT (127.0083435 37.49157706),3.2,pedestrian_3030832643,localroad_3030832643
hospital_1047,치과,화이트이(e)치과의원,"서울특별시 서초구 강남대로 337, 337 7층 (서초동)",POINT (127.0294983 37.49309746),4.5,pedestrian_9608955318,localroad_414684382
hospital_1135,치과,화이트플란트치과의원,서울특별시 서초구 서초중앙로24길 35 (서초동),POINT (127.0175045 37.4954621),2.8,pedestrian_12062647554,localroad_3112865086
hospital_1650,치과,화인치과의원,"서울특별시 서초구 방배로 195, 204호 (방배동)",POINT (126.9914864 37.49069514),4.6,pedestrian_2509978764,localroad_2509978764
hospital_1653,치과,황순정구강악안면외과치과의원,"서울특별시 서초구 강남대로 349, 우남빌딩 2, 3층 (서초동)",POINT (127.0288438 37.49390699),2.8,pedestrian_571448678,localroad_571448678
