uuid,name,geometry,pedestrian_entrance_uuid,vehicle_entrance_uuid
citybusstop_9077,우성아파트,POINT (127.0320262 37.4745701),pedestrian_1925498708,localroad_1925380126
citybusstop_9078,우성아파트.양재초등학교,POINT (127.031955 37.4745422),pedestrian_1925498717,localroad_1925380126
citybusstop_9079,식유촌우면성당.서초호반써밋,POINT (127.01272 37.4574383),pedestrian_8487937348,localroad_8487937348
citybusstop_9080,식유촌우면성당.서초에코리치,POINT (127.01271306 37.45752754),pedestrian_8487937348,localroad_8487937348
citybusstop_9081,서초호반써밋,POINT (127.0146462 37.457567),pedestrian_436691507,localroad_436691507
citybusstop_9082,서초에코리치아파트,POINT (127.01467929 37.4576339),pedestrian_436691507,localroad_436691507
citybusstop_9083,송동마을.서초힐스아파트,POINT (127.017933 37.459137),pedestrian_4634816384,localroad_4634816384
citybusstop_9084,서초힐스아파트,POINT (127.01793568 37.45908678),pedestrian_4634816384,localroad_4634816384
citybusstop_9085,우면주공아파트.우면한라아파트,POINT (127.0256888 37.4707123),pedestrian_4634856430,localroad_4634856430
citybusstop_9086,KT연구개발센터,POINT (127.0303206 37.4703613),pedestrian_9624439689,localroad_9624439689
citybusstop_9087,삽준네마을,POINT (127.0267443 37.4691973),pedestrian_7466374177,localroad_7466374177
citybusstop_9088,kt연구소,POINT (127.0306513 37.471705),pedestrian_436871832,localroad_436871832
citybusstop_9089,우면주공아파트.양재1동주민센터,POINT (127.0259375 37.4706473),pedestrian_4634856430,localroad_4634856430
citybusstop_9090,KT연구개발센터정문,POINT (127.0300031 37.4705887),pedestrian_9624439686,localroad_9624439688
citybusstop_9091,우면코오롱아파트,POINT (127.0280952 37.4720372),pedestrian_4634856266,localroad_4634856266
citybusstop_9092,KT삼거리,POINT (127.03021 37.472187),pedestrian_9632566035,localroad_9632566035
citybusstop_9093,KT삼거리,POINT (127.02973802 37.47267585),pedestrian_9624440233,localroad_9632566035
citybusstop_9094,성촌마을입구,POINT (127.0246 37.464327),pedestrian_6584407335,localroad_3744265302
citybusstop_9095,삼성전자서울R&D,POINT (127.0237189 37.4659306),pedestrian_562451120,localroad_4097245234
citybusstop_9096,성촌마을입구.우면초등학교,POINT (127.0247587 37.46429263),pedestrian_3744265308,localroad_3744265302
citybusstop_9097,성촌마을입구,POINT (127.0252416 37.465421),pedestrian_562451108,localroad_562451108
citybusstop_9098,성촌마을입구,POINT (127.02525472 37.46477773),pedestrian_562451108,localroad_562451108
citybusstop_9099,교총회관,POINT (127.0279736 37.4673857),pedestrian_8178191338,localroad_4634856286
citybusstop_9100,서울시품질시험소한국교원단체총연합회,POINT (127.0280064 37.4674326),pedestrian_8178191338,localroad_4634856286
citybusstop_9101,서울시품질시험소.한국교원단체총연합회,POINT (127.02805486 37.46747537),pedestrian_8178191338,localroad_4634856286
citybusstop_9102,코오롱아파트,POINT (127.0281179 37.4723103),pedestrian_9624440239,localroad_4634856266
citybusstop_9103,코오롱아파트.양재1동주민센터,POINT (127.0281898 37.4723552),pedestrian_9624440239,localroad_4634856266
citybusstop_9104,형촌마을입구,POINT (127.0225637 37.462529),pedestrian_436876714,localroad_436876714
citybusstop_9105,형촌마을입구(서초네이처힐1.2단지),POINT (127.021524 37.4635709),pedestrian_6584295722,localroad_562451257
citybusstop_9106,네이처힐5단지,POINT (127.0239827 37.4632478),pedestrian_6584407588,localroad_3744265302
citybusstop_9107,네이처힐3.4단지,POINT (127.0262568 37.4653037),pedestrian_3744265307,localroad_3744265307
citybusstop_9108,서초에코리치아파트,POINT (127.015374 37.4564279),pedestrian_3634017638,localroad_3634017638
citybusstop_9109,서초힐스아파트,POINT (127.0192129 37.4562299),pedestrian_3634017621,localroad_3634017621
citybusstop_9110,LH5단지,POINT (127.024081 37.459501),pedestrian_3634016483,localroad_3634016490
citybusstop_9111,LH서초아파트,POINT (127.0253607 37.4600108),pedestrian_3634016488,localroad_3634016488
citybusstop_9112,서초힐스아파트,POINT (127.017908 37.458625),pedestrian_6978758175,localroad_4186026790
citybusstop_9113,서초힐스아파트,POINT (127.0168336 37.4577874),pedestrian_2061345305,localroad_3634017639
citybusstop_9114,서초힐스아파트,POINT (127.0173599 37.4561419),pedestrian_3634017621,localroad_3634017621
citybusstop_9115,서초호반써밋,POINT (127.0151305 37.4563449),pedestrian_3634017638,localroad_3634017638
citybusstop_9116,식유촌우면성당.서초호반써밋,POINT (127.0142946 37.457239),pedestrian_436691507,localroad_436691507
citybusstop_9117,식유촌우면성당.서초에코리치,POINT (127.01432437 37.45731717),pedestrian_436691507,localroad_436691507
citybusstop_9118,LH3.4단지,POINT (127.0229572 37.4579545),pedestrian_6205231047,localroad_3634017599
citybusstop_9119,선암로IC(경유),POINT (127.02138 37.457837),pedestrian_8270014912,localroad_846808318
citybusstop_9120,소방서앞,POINT (127.0417267 37.4699309),pedestrian_436837533,localroad_436837533
citybusstop_9121,양재2동주민센터.양재꽃시장,POINT (127.0394643 37.4695857),pedestrian_4865811288,localroad_4865811288
citybusstop_9122,양재119안전센터앞,POINT (127.0411736 37.4693625),pedestrian_1925498333,localroad_1925498333
citybusstop_9123,AT센터,POINT (127.0392362 37.4701255),pedestrian_10206893823,localroad_4865811288
citybusstop_9125,언남고포이성당앞,POINT (127.0458263 37.4720326),pedestrian_2863416048,localroad_2863416048
citybusstop_9126,언남중고교,POINT (127.0456985 37.4719867),pedestrian_1925498403,localroad_1925498403
citybusstop_9127,동원산업앞,POINT (127.0453961 37.4766473),pedestrian_3630343773,localroad_3630343773
citybusstop_9128,동원산업,POINT (127.0454401 37.476595),pedestrian_3630343773,localroad_3630343773
citybusstop_9129,시민의숲.양재꽃시장,POINT (127.039043 37.471255),pedestrian_4865811272,localroad_4865811272
citybusstop_9130,시민의숲양재꽃시장,POINT (127.039004 37.471481),pedestrian_9965554550,localroad_4865811291
citybusstop_9131,언남고교,POINT (127.0389281 37.4732795),pedestrian_4865811294,localroad_4865811294
citybusstop_9132,양재시민의숲,POINT (127.03895585 37.47315797),pedestrian_1925498520,localroad_1925498520
citybusstop_9133,구룡사입구,POINT (127.0501271 37.4720912),pedestrian_3630343778,localroad_3630343778
citybusstop_9136,구룡사거리,POINT (127.04815076 37.47405818),pedestrian_3630343782,localroad_3630343782
citybusstop_9137,구룡사,POINT (127.048132 37.474022),pedestrian_3630343782,localroad_3630343782
citybusstop_9138,언남고,POINT (127.0433501 37.4735942),pedestrian_1925498601,localroad_1925498601
citybusstop_9139,구룡사앞,POINT (127.048848 37.47021),pedestrian_4184585276,localroad_6593930103
citybusstop_9140,양재꽃시장,POINT (127.040294 37.471434),pedestrian_4184618625,localroad_4184618625
citybusstop_9141,양재근린공원,POINT (127.0415088 37.472409),pedestrian_1925498447,localroad_1925498447
citybusstop_9142,매헌초교,POINT (127.0422086 37.4704687),pedestrian_1925498351,localroad_1925498351
citybusstop_9143,양곡도매시장,POINT (127.0352905 37.4604389),pedestrian_11009516054,localroad_4278630694
citybusstop_9144,양재화물터미널,POINT (127.035774 37.460188),pedestrian_4278630694,localroad_4278630694
citybusstop_9145,양재화물터미널,POINT (127.034905 37.460282),pedestrian_11009516054,localroad_4278630694
citybusstop_9146,양곡도매시장,POINT (127.0353491 37.4599722),pedestrian_4278630694,localroad_4278630694
citybusstop_9147,더케이호텔후문,POINT (127.0343341 37.4653349),pedestrian_3218504244,localroad_3228035801
citybusstop_9148,추모공원입구,POINT (127.03903 37.4582475),pedestrian_5091122726,localroad_5091122726
citybusstop_9149,서초종합체육관,POINT (127.0415282 37.4586689),pedestrian_3800720902,localroad_3800720902
citybusstop_9150,양재동화물터미널,POINT (127.0366377 37.4599555),pedestrian_11229097923,localroad_11229097923
citybusstop_9151,양재동화물터미널,POINT (127.0374945 37.4598886),pedestrian_5091122734,localroad_5091122734
citybusstop_9152,서울추모공원,POINT (127.0426979 37.4541558),pedestrian_3790603593,localroad_5091122765
citybusstop_9153,개나리골입구,POINT (127.0476271 37.4574411),pedestrian_2921723147,localroad_2921723147
citybusstop_9154,청계산.원터골,POINT (127.0577012 37.4444526),pedestrian_4313280952,localroad_4313280952
citybusstop_9155,청계산입구역,POINT (127.0541373 37.4485723),pedestrian_11744211938,localroad_3547291980
citybusstop_9156,관현사입구,POINT (127.0632387 37.437321),pedestrian_4313280829,localroad_6205230891
citybusstop_9157,하이브랜드.코스트코.이마트,POINT (127.0361833 37.4623679),pedestrian_436840831,localroad_1551437362
citybusstop_9158,하이브랜드,POINT (127.0361313 37.4623995),pedestrian_436840831,localroad_1551437362
citybusstop_9159,잔디마을,POINT (127.035232 37.4635271),pedestrian_8496390615,localroad_6595905186
citybusstop_9160,더케이호텔정문,POINT (127.0328684 37.4664257),pedestrian_3218504574,localroad_3228035801
citybusstop_9161,더케이호텔정문,POINT (127.034115 37.4683015),pedestrian_3218504233,localroad_414684234
citybusstop_9162,문화예술공원,POINT (127.0321148 37.470143),pedestrian_11028919593,localroad_436876729
citybusstop_9163,더케이호텔정문,POINT (127.0343725 37.4677292),pedestrian_11077844008,localroad_414684234
citybusstop_9164,예술공원,POINT (127.0325353 37.4699888),pedestrian_11028919593,localroad_436876729
citybusstop_9165,하이브랜드,POINT (127.036788 37.4620911),pedestrian_9691296212,localroad_414683494
citybusstop_9166,양재화물터미널,POINT (127.036564 37.462939),pedestrian_436840831,localroad_1551437362
citybusstop_9167,양재IC(미정차),POINT (127.040215 37.463952),pedestrian_734790015,localroad_10828950513
citybusstop_9168,시민의숲양재꽃시장,POINT (127.03849 37.470799),pedestrian_9965554560,localroad_4865811272
citybusstop_9169,AT센터.양재꽃시장,POINT (127.039655 37.468707),pedestrian_414684235,localroad_414684235
citybusstop_9170,양재시민의숲매헌역입구,POINT (127.0376108 37.4694355),pedestrian_2889094629,localroad_845976121
citybusstop_9171,시민의숲.양재꽃시장,POINT (127.03836 37.470867),pedestrian_9965554560,localroad_4865811272
citybusstop_9172,양재꽃시장,POINT (127.039504 37.468683),pedestrian_414684235,localroad_414684235
citybusstop_9173,AT센터,POINT (127.0391733 37.468718),pedestrian_6641198804,localroad_414684235
citybusstop_9174,양재시민의숲,POINT (127.0383773 37.4729102),pedestrian_414684250,localroad_414684250
citybusstop_9175,시민의숲,POINT (127.038353 37.473135),pedestrian_414684250,localroad_414684250
citybusstop_9176,하나로마트.코트라,POINT (127.0444478 37.4638411),pedestrian_2817764747,localroad_2817764747
citybusstop_9177,서초포레스타입구,POINT (127.058987 37.457779),pedestrian_5093608593,localroad_5093608593
citybusstop_9178,탑성마을,POINT (127.054983 37.459503),pedestrian_11639408999,localroad_11639408999
citybusstop_9179,안골마을,POINT (127.0623888 37.4562835),pedestrian_436881212,localroad_5092061497
citybusstop_9180,헌인릉.꽃시장,POINT (127.0833193 37.4614122),pedestrian_4650420202,localroad_4650420202
citybusstop_9181,헌인마을.서울농업기술센터,POINT (127.0891175 37.4631743),pedestrian_5299428796,localroad_11628651323
citybusstop_9182,헌인마을.서울농업기술센타,POINT (127.08932531 37.46328476),pedestrian_5299428796,localroad_11628651323
citybusstop_9183,한국소비자원,POINT (127.0439211 37.4659463),pedestrian_8242024975,localroad_8242024975
citybusstop_9184,코트라,POINT (127.044576 37.4646377),pedestrian_4314799379,localroad_11633858680
citybusstop_9185,도로교통공단서울지부.코트라,POINT (127.0443893 37.4662408),pedestrian_8242024975,localroad_8242024975
citybusstop_9186,염곡동구룡사,POINT (127.0471332 37.4683281),pedestrian_8499187874,localroad_8499187874
citybusstop_9187,염곡마을,POINT (127.0491561 37.4620019),pedestrian_4314801002,localroad_4314801002
citybusstop_9188,염곡마을.내곡동주민센터,POINT (127.04929 37.461987),pedestrian_3341139693,localroad_3341139693
citybusstop_9189,신흥마을입구,POINT (127.0816843 37.4586102),pedestrian_11149681303,localroad_1970950070
citybusstop_9190,헌인가구단지,POINT (127.0869136 37.459686),pedestrian_4311717724,localroad_4311716978
citybusstop_9191,헌인농장,POINT (127.0847576 37.4614213),pedestrian_4650420199,localroad_4650420199
citybusstop_9192,헌인마을,POINT (127.0901408 37.4615398),pedestrian_4311717740,localroad_4311717740
citybusstop_9193,헌인마을.서울농업기술센터,POINT (127.0914525 37.4636402),pedestrian_3532695694,localroad_436881187
citybusstop_9194,헌인마을.서울농업기술센타,POINT (127.09148671 37.46369893),pedestrian_3532695694,localroad_436881187
citybusstop_9195,본마을,POINT (127.0511849 37.453263),pedestrian_6322516326,localroad_6322516326
citybusstop_9196,새원마을,POINT (127.0507924 37.4544761),pedestrian_6205230866,localroad_6205230866
citybusstop_9197,청계산입구역,POINT (127.0548947 37.4490958),pedestrian_9284678873,localroad_3547291980
citybusstop_9198,서초포레스타7단지,POINT (127.0558227 37.4473199),pedestrian_11744211917,localroad_3547291976
citybusstop_9199,본마을노인복지센터,POINT (127.0542988 37.4537858),pedestrian_4633730865,localroad_4633730865
citybusstop_9200,청계산입구역,POINT (127.0535943 37.4494457),pedestrian_11744211920,localroad_3547291979
citybusstop_9201,서초포레스타3단지후문,POINT (127.05898952 37.45342593),pedestrian_3547291983,localroad_3547291983
citybusstop_9202,서초포레스타3단지후문,POINT (127.05989 37.4538963),pedestrian_5092061496,localroad_5092061496
citybusstop_9203,언남초등학교,POINT (127.0614219 37.4543079),pedestrian_5092061497,localroad_5092061497
citybusstop_9204,꽃마을,POINT (127.0463291 37.4605595),pedestrian_3793043845,localroad_4721392050
citybusstop_9205,개나리골입구,POINT (127.0482994 37.4569912),pedestrian_2921723147,localroad_2921723147
citybusstop_9206,염곡마을,POINT (127.048968 37.461503),pedestrian_2820479688,localroad_4314801002
citybusstop_9207,내곡동주민센터,POINT (127.04886091 37.4615641),pedestrian_2820479688,localroad_4314801002
citybusstop_9208,탑성마을,POINT (127.0564153 37.4583465),pedestrian_2501588437,localroad_2501588437
citybusstop_9209,안골마을,POINT (127.063892 37.455227),pedestrian_4314722371,localroad_5093608577
citybusstop_9210,서초더샵포레,POINT (127.0636983 37.45471),pedestrian_4314722371,localroad_3442448052
citybusstop_9211,서초포레스타입구,POINT (127.0591051 37.4572577),pedestrian_5092061478,localroad_5092061478
citybusstop_9212,서초포레스타2단지앞,POINT (127.063037 37.455488),pedestrian_4314722357,localroad_5093608577
citybusstop_9213,서초포레스타입구,POINT (127.06012721 37.45684106),pedestrian_11639372366,localroad_11639372366
citybusstop_9214,서초더샵포레,POINT (127.06429126 37.45462429),pedestrian_4632183357,localroad_3442448052
citybusstop_9215,관현사입구,POINT (127.0639017 37.4368629),pedestrian_4313280829,localroad_6205230891
citybusstop_9216,새쟁이마을,POINT (127.0660515 37.4347964),pedestrian_4313280937,localroad_4313280937
citybusstop_9217,옛골,POINT (127.070717 37.4307116),pedestrian_2891102666,localroad_4313280473
citybusstop_9218,내곡터널진입(경유),POINT (127.0773363 37.4490879),pedestrian_4313330635,localroad_4313330460
citybusstop_9219,서초포레스타3단지정문,POINT (127.0595497 37.4553262),pedestrian_3547282742,localroad_3547282742
citybusstop_9220,청계산입구역,POINT (127.0554633 37.449164),pedestrian_3547291980,localroad_3547291980
citybusstop_9221,여의3교,POINT (127.0559153 37.4525584),pedestrian_6820551809,localroad_6820551809
citybusstop_9222,여의2교,POINT (127.05577296 37.45256381),pedestrian_6820551809,localroad_6820551809
citybusstop_9223,서초포레스타5단지정문,POINT (127.0579394 37.4513413),pedestrian_8764029853,localroad_3547291983
citybusstop_9224,선암로IC(경유),POINT (127.02217 37.460588),pedestrian_9847706871,localroad_4634092446
citybusstop_9225,선암IC(미정차),POINT (127.020695 37.460538),pedestrian_9847706870,localroad_9847706870
citybusstop_9226,네이처힐.LH서초아파트,POINT (127.024156 37.460467),pedestrian_3634016490,localroad_3634016490
citybusstop_9227,네이처힐.LH서초아파트,POINT (127.0247336 37.46039992),pedestrian_3634016490,localroad_3634016490
citybusstop_9228,화훼단지,POINT (127.027846 37.46000178),pedestrian_8494548060,localroad_5313567873
citybusstop_9229,서초구민체육센터,POINT (126.9903062 37.4983335),pedestrian_2551950249,localroad_2551950249
citybusstop_9230,KT반포지사,POINT (126.9925999 37.4982913),pedestrian_11428505014,localroad_2385934065
citybusstop_9231,반포종합운동장,POINT (126.9961185 37.4993767),pedestrian_11428490500,localroad_2385987945
citybusstop_9232,서래마을,POINT (126.996323 37.499443),pedestrian_11428490500,localroad_2385987945
citybusstop_9233,서초구립반포도서관.반포리체,POINT (127.012497 37.5026207),pedestrian_3112829871,localroad_436817738
citybusstop_9234,삼호가든사거리.반포도서관,POINT (127.0116012 37.5027974),pedestrian_12061668101,localroad_436817738
citybusstop_9235,구반포역.세화고등학교,POINT (126.9900264 37.5019451),pedestrian_11641428793,localroad_4139968090
citybusstop_9236,구반포역.심산문화센터(중),POINT (126.98890003 37.50168861),pedestrian_4139968090,localroad_4139968090
citybusstop_9237,구반포역,POINT (126.989186 37.501756),pedestrian_4139968090,localroad_4139968090
citybusstop_9238,구반포역.세화고등학교,POINT (126.9888988 37.5016386),pedestrian_4139968090,localroad_4139968090
citybusstop_9239,구반포역.심산문화센터,POINT (126.9888988 37.5016386),pedestrian_4139968090,localroad_4139968090
