area_use,area_supply,space,rooms,restrooms,entrance,management_fee_year,management_fee_summer,management_fee_winter,floor_plan_url,households,area_supply_pyeong,uuid,apartment_uuid
59.07,76.99,76㎡,2,1,복도식,225251.0,177538.0,273682.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=445&ptpId=1,60,23,apartmenttype_625,apartment_1165010718
71.49,92.94,92㎡,3,1,복도식,272613.0,214867.0,331227.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=445&ptpId=2,375,28,apartmenttype_626,apartment_1165010718
70.38,82.31,82㎡,3,1,복도식,269770.0,222147.0,352997.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=462&ptpId=1,85,24,apartmenttype_627,apartment_1165010719
81.9,95.76,95A㎡,3,1,계단식,313926.0,258509.0,410777.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=462&ptpId=3,56,29,apartmenttype_628,apartment_1165010719
82.35,96.28,96B㎡,3,1,복도식,315651.0,259929.0,413034.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=462&ptpId=2,83,29,apartmenttype_629,apartment_1165010719
117.11,128.67,128㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=443&ptpId=1,39,38,apartmenttype_630,apartment_1165010720
146.63,161.11,161A㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=443&ptpId=4,20,48,apartmenttype_631,apartment_1165010720
146.81,161.29,161B㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=443&ptpId=2,20,48,apartmenttype_632,apartment_1165010720
146.82,161.3,161C㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=443&ptpId=5,19,48,apartmenttype_633,apartment_1165010720
205.22,225.47,225㎡,6,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=443&ptpId=3,10,68,apartmenttype_634,apartment_1165010720
45.72,67.44,67㎡,2,1,계단식,145295.0,133805.0,158870.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=459&ptpId=1,56,20,apartmenttype_635,apartment_1165010721
64.53,89.58,89㎡,3,1,계단식,205072.0,188855.0,224232.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=459&ptpId=2,154,27,apartmenttype_636,apartment_1165010721
115.0,136.65,136㎡,4,2,계단식,365462.0,336561.0,399608.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=459&ptpId=3,72,41,apartmenttype_637,apartment_1165010721
118.32,140.6,140㎡,4,2,계단식,376013.0,346277.0,411144.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=459&ptpId=4,12,42,apartmenttype_638,apartment_1165010721
137.47,161.31,161㎡,5,2,계단식,436870.0,402322.0,477687.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=459&ptpId=5,72,48,apartmenttype_639,apartment_1165010721
147.67,175.47,175㎡,5,2,계단식,469285.0,432174.0,513131.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=459&ptpId=6,48,53,apartmenttype_640,apartment_1165010721
146.04,152.76,152㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=1,1,46,apartmenttype_641,apartment_1165010722
147.81,154.53,154A㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=2,1,46,apartmenttype_642,apartment_1165010722
148.23,154.95,154B㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=3,1,46,apartmenttype_643,apartment_1165010722
149.52,157.58,157A㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=4,1,47,apartmenttype_644,apartment_1165010722
152.04,158.76,158B㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=5,1,48,apartmenttype_645,apartment_1165010722
154.17,162.23,162㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=6,1,49,apartmenttype_646,apartment_1165010722
157.11,163.83,163㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=7,4,49,apartmenttype_647,apartment_1165010722
162.0,190.35,190D㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=31,12,57,apartmenttype_648,apartment_1165010722
164.4,171.12,171A㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=9,1,51,apartmenttype_649,apartment_1165010722
164.85,171.57,171C㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=11,1,51,apartmenttype_650,apartment_1165010722
169.35,185.62,185A㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=23,1,56,apartmenttype_651,apartment_1165010722
169.62,185.91,185B㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=24,2,56,apartmenttype_652,apartment_1165010722
170.64,177.88,177D㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=12,1,53,apartmenttype_653,apartment_1165010722
173.34,183.02,183B㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=20,1,55,apartmenttype_654,apartment_1165010722
179.28,223.61,223B㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=44,2,67,apartmenttype_655,apartment_1165010722
184.59,211.6,211㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=37,2,64,apartmenttype_656,apartment_1165010722
189.47,228.05,228A㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=45,8,69,apartmenttype_657,apartment_1165010722
192.5,192.5,192E㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=32,6,58,apartmenttype_658,apartment_1165010722
194.12,224.9,224A㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=43,5,68,apartmenttype_659,apartment_1165010722
200.85,217.35,217㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=42,8,65,apartmenttype_660,apartment_1165010722
210.71,226.69,226C㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=47,2,68,apartmenttype_661,apartment_1165010722
210.72,226.7,226B㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=46,3,68,apartmenttype_662,apartment_1165010722
216.0,216.0,216㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=128491&ptpId=41,9,65,apartmenttype_663,apartment_1165010722
49.55,70.18,70G㎡,1,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=140328&ptpId=7,8,21,apartmenttype_664,apartment_1165010723
49.75,70.75,70B㎡,1,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=140328&ptpId=2,27,21,apartmenttype_665,apartment_1165010723
49.77,70.87,70C㎡,1,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=140328&ptpId=3,28,21,apartmenttype_666,apartment_1165010723
49.89,71.56,71F㎡,1,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=140328&ptpId=6,7,21,apartmenttype_667,apartment_1165010723
49.92,70.57,70A㎡,1,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=140328&ptpId=1,40,21,apartmenttype_668,apartment_1165010723
49.94,71.74,71E㎡,1,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=140328&ptpId=5,7,21,apartmenttype_669,apartment_1165010723
49.98,70.92,70D㎡,1,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=140328&ptpId=4,23,21,apartmenttype_670,apartment_1165010723
59.99,76.58,76㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=127833&ptpId=5,19,23,apartmenttype_671,apartment_1165010724
82.01,103.6,103B-2㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=127833&ptpId=4,25,31,apartmenttype_672,apartment_1165010724
88.93,114.62,114㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=127833&ptpId=6,2,34,apartmenttype_673,apartment_1165010724
50.98,69.11,69A㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125080&ptpId=1,38,20,apartmenttype_674,apartment_1165010725
59.96,81.25,81A㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125080&ptpId=12,26,24,apartmenttype_675,apartment_1165010725
59.99,81.05,81B㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125080&ptpId=2,79,24,apartmenttype_676,apartment_1165010725
84.96,111.35,111A㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125080&ptpId=4,147,33,apartmenttype_677,apartment_1165010725
84.97,112.73,112D㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125080&ptpId=7,35,34,apartmenttype_678,apartment_1165010725
84.98,112.57,112C㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125080&ptpId=6,134,34,apartmenttype_679,apartment_1165010725
104.98,137.86,137A㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125080&ptpId=11,27,41,apartmenttype_680,apartment_1165010725
115.94,151.46,151A㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125080&ptpId=9,98,45,apartmenttype_681,apartment_1165010725
132.98,173.86,173A㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=125080&ptpId=10,24,52,apartmenttype_682,apartment_1165010725
46.93,62.68,62A㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=1,4,18,apartmenttype_683,apartment_1165010726
59.96,80.63,80A㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=3,378,24,apartmenttype_684,apartment_1165010726
74.92,99.45,99C㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=4,60,30,apartmenttype_685,apartment_1165010726
74.97,100.28,100A㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=6,24,30,apartmenttype_686,apartment_1165010726
84.93,113.77,113M㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=19,84,34,apartmenttype_687,apartment_1165010726
84.94,112.28,112C㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=9,15,34,apartmenttype_688,apartment_1165010726
84.95,112.85,112K㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=17,213,34,apartmenttype_689,apartment_1165010726
84.96,112.39,112E㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=11,39,34,apartmenttype_690,apartment_1165010726
84.97,111.73,111O㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=21,64,33,apartmenttype_691,apartment_1165010726
84.98,113.41,113N㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=20,233,34,apartmenttype_692,apartment_1165010726
84.99,113.31,113L㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=18,125,34,apartmenttype_693,apartment_1165010726
101.94,136.13,136F㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=31,14,41,apartmenttype_694,apartment_1165010726
101.96,135.37,135A㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=26,8,41,apartmenttype_695,apartment_1165010726
101.97,136.22,136D㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=29,71,41,apartmenttype_696,apartment_1165010726
101.99,133.8,133H㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=33,68,40,apartmenttype_697,apartment_1165010726
116.88,153.28,153B㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=35,4,46,apartmenttype_698,apartment_1165010726
116.92,152.71,152G㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=40,50,46,apartmenttype_699,apartment_1165010726
116.93,154.19,154E㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=38,169,46,apartmenttype_700,apartment_1165010726
116.95,154.87,154F㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=39,127,46,apartmenttype_701,apartment_1165010726
116.96,153.26,153A㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=34,4,46,apartmenttype_702,apartment_1165010726
116.97,154.63,154C㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=36,51,46,apartmenttype_703,apartment_1165010726
133.56,175.5,175B㎡,5,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=43,4,53,apartmenttype_704,apartment_1165010726
133.91,175.85,175C㎡,5,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=44,225,53,apartmenttype_705,apartment_1165010726
133.92,175.7,175A㎡,5,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=42,4,53,apartmenttype_706,apartment_1165010726
133.95,174.19,174D㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=45,58,52,apartmenttype_707,apartment_1165010726
168.63,219.32,219D㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=49,16,66,apartmenttype_708,apartment_1165010726
168.82,226.17,226H㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=53,1,68,apartmenttype_709,apartment_1165010726
168.9,224.86,224C㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=48,2,68,apartmenttype_710,apartment_1165010726
168.93,223.67,223F㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=51,3,67,apartmenttype_711,apartment_1165010726
168.94,222.52,222E㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=50,4,67,apartmenttype_712,apartment_1165010726
168.95,224.29,224A㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=46,4,67,apartmenttype_713,apartment_1165010726
168.96,226.71,226J㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=55,1,68,apartmenttype_714,apartment_1165010726
178.93,237.58,237A㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=56,2,71,apartmenttype_715,apartment_1165010726
185.95,245.01,245A㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=57,4,74,apartmenttype_716,apartment_1165010726
200.93,272.26,272B㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=59,1,82,apartmenttype_717,apartment_1165010726
200.98,272.14,272A㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=58,1,82,apartmenttype_718,apartment_1165010726
234.82,315.31,315C㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=62,3,95,apartmenttype_719,apartment_1165010726
234.96,314.73,314B㎡,5,3,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=142155&ptpId=61,1,95,apartmenttype_720,apartment_1165010726
59.99,80.1,80㎡,3,2,계단식,205016.0,204122.0,233705.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25772&ptpId=1,68,24,apartmenttype_721,apartment_1165010801
84.95,112.74,112A㎡,3,2,계단식,290314.0,289048.0,330939.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25772&ptpId=2,139,34,apartmenttype_722,apartment_1165010801
84.97,114.81,114B㎡,3,2,계단식,290365.0,289099.0,330998.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25772&ptpId=3,20,34,apartmenttype_723,apartment_1165010801
95.65,125.95,125C㎡,3,2,계단식,326880.0,325455.0,372623.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25772&ptpId=4,31,38,apartmenttype_724,apartment_1165010801
95.75,125.96,125A㎡,3,2,계단식,327214.0,325786.0,373003.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25772&ptpId=5,60,38,apartmenttype_725,apartment_1165010801
95.8,125.85,125B㎡,3,2,계단식,327393.0,325965.0,373207.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=25772&ptpId=6,58,38,apartmenttype_726,apartment_1165010801
59.62,81.52,81C㎡,3,2,계단식,218101.0,229867.0,232591.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=2,27,24,apartmenttype_727,apartment_1165010802
59.92,80.96,80A㎡,3,2,계단식,219199.0,231023.0,233762.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=1,100,24,apartmenttype_728,apartment_1165010802
59.95,81.56,81B㎡,3,2,계단식,219309.0,231139.0,233879.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=3,2,24,apartmenttype_729,apartment_1165010802
74.93,100.59,100A㎡,3,2,계단식,274108.0,288895.0,292319.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=11,52,30,apartmenttype_730,apartment_1165010802
74.96,100.97,100B㎡,3,2,계단식,274218.0,289010.0,292436.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=12,56,30,apartmenttype_731,apartment_1165010802
84.93,113.9,113B㎡,3,2,계단식,310690.0,327450.0,331332.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=14,116,34,apartmenttype_732,apartment_1165010802
84.95,112.91,112A㎡,3,2,계단식,310763.0,327528.0,331409.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=13,164,34,apartmenttype_733,apartment_1165010802
97.7,130.89,130B㎡,3,2,계단식,357405.0,376686.0,381150.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=5,47,39,apartmenttype_734,apartment_1165010802
97.94,130.61,130A㎡,3,2,계단식,358283.0,377610.0,382087.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=4,23,39,apartmenttype_735,apartment_1165010802
104.11,138.79,138C㎡,4,2,계단식,380854.0,401399.0,406157.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=8,42,42,apartmenttype_736,apartment_1165010802
104.19,138.19,138B㎡,4,2,계단식,381147.0,401708.0,406469.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=7,23,41,apartmenttype_737,apartment_1165010802
104.4,137.51,137A㎡,4,2,계단식,381915.0,402517.0,407288.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=6,86,41,apartmenttype_738,apartment_1165010802
111.52,149.17,149㎡,4,2,계단식,407961.0,429969.0,435065.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=15,6,45,apartmenttype_739,apartment_1165010802
120.86,159.8,159A㎡,4,2,계단식,442129.0,465980.0,471502.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=9,58,48,apartmenttype_740,apartment_1165010802
120.98,160.83,160B㎡,4,2,계단식,442568.0,466442.0,471971.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=109119&ptpId=10,42,48,apartmenttype_741,apartment_1165010802
74.3,94.91,94㎡,3,2,계단식,227123.0,211294.0,276179.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=11844&ptpId=1,214,28,apartmenttype_742,apartment_1165010803
84.98,106.52,106㎡,3,2,계단식,259770.0,241666.0,315878.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=11844&ptpId=2,346,32,apartmenttype_743,apartment_1165010803
120.18,142.14,142㎡,5,2,계단식,367371.0,341768.0,446719.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=11844&ptpId=3,294,43,apartmenttype_744,apartment_1165010803
133.45,154.9,154㎡,5,2,계단식,407935.0,379505.0,496045.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=11844&ptpId=4,136,46,apartmenttype_745,apartment_1165010803
101.32,107.5,107㎡,3,1,복도식,289692.0,238540.0,384746.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=492&ptpId=1,315,32,apartmenttype_746,apartment_1165010804
131.04,140.69,140A㎡,5,2,계단식,374666.0,308510.0,497602.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=492&ptpId=2,90,42,apartmenttype_747,apartment_1165010804
131.07,140.72,140B㎡,5,2,계단식,374752.0,308581.0,497716.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=492&ptpId=4,90,42,apartmenttype_748,apartment_1165010804
160.46,172.16,172㎡,5,2,계단식,458784.0,377774.0,609320.0,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=492&ptpId=3,120,52,apartmenttype_749,apartment_1165010804
133.48,156.17,156㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=1,4,47,apartmenttype_750,apartment_1165010805
150.85,176.49,176A㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=11,4,53,apartmenttype_751,apartment_1165010805
150.95,176.6,176B㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=2,18,53,apartmenttype_752,apartment_1165010805
151.16,176.85,176C㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=12,4,53,apartmenttype_753,apartment_1165010805
154.9,181.23,181㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=3,4,54,apartmenttype_754,apartment_1165010805
161.91,189.43,189㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=4,78,57,apartmenttype_755,apartment_1165010805
163.68,191.5,191㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=6,4,58,apartmenttype_756,apartment_1165010805
165.39,193.5,193㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=5,4,58,apartmenttype_757,apartment_1165010805
169.32,198.1,198A㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=13,4,60,apartmenttype_758,apartment_1165010805
169.39,198.18,198B㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=7,4,60,apartmenttype_759,apartment_1165010805
174.34,203.97,203A㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=8,4,61,apartmenttype_760,apartment_1165010805
176.59,206.6,206B㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=9,4,62,apartmenttype_761,apartment_1165010805
244.14,285.61,285㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=9785&ptpId=10,2,86,apartmenttype_762,apartment_1165010805
32.66,42.38,42㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12226&ptpId=1,30,12,apartmenttype_763,apartment_1165010806
45.62,59.19,59A㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12226&ptpId=2,17,17,apartmenttype_764,apartment_1165010806
46.28,60.05,60B㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12226&ptpId=3,17,18,apartmenttype_765,apartment_1165010806
50.28,65.24,65㎡,2,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12226&ptpId=4,17,19,apartmenttype_766,apartment_1165010806
65.32,84.75,84㎡,3,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12226&ptpId=5,26,25,apartmenttype_767,apartment_1165010806
66.99,86.92,86㎡,3,1,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12226&ptpId=6,17,26,apartmenttype_768,apartment_1165010806
97.98,127.22,127㎡,3,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=12226&ptpId=7,1,38,apartmenttype_769,apartment_1165010806
162.73,236.14,236㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=7,1,71,apartmenttype_770,apartment_1165010807
164.19,238.26,238㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=8,1,72,apartmenttype_771,apartment_1165010807
164.33,238.46,238A㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=1,3,72,apartmenttype_772,apartment_1165010807
164.36,238.5,238B㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=9,2,72,apartmenttype_773,apartment_1165010807
164.64,238.91,238C㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=10,2,72,apartmenttype_774,apartment_1165010807
164.73,239.04,239D㎡,4,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=11,1,72,apartmenttype_775,apartment_1165010807
176.24,255.74,255㎡,5,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=2,30,77,apartmenttype_776,apartment_1165010807
181.5,263.38,263㎡,5,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=3,16,79,apartmenttype_777,apartment_1165010807
184.46,267.67,267A㎡,5,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=12,1,81,apartmenttype_778,apartment_1165010807
185.05,268.53,268B㎡,5,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=13,1,81,apartmenttype_779,apartment_1165010807
188.15,273.03,273A㎡,5,2,계단식,,,,https://land.naver.com/info/groundPlanGallery.nhn?rletNo=3008&ptpId=14,1,82,apartmenttype_780,apartment_1165010807
