uuid,uuid_specialpurposearea,uuid_districtboundarydong
"553",specialpurposearea_553,districtboundarydong_11650101
"554",specialpurposearea_554,districtboundarydong_11650101
"555",specialpurposearea_555,districtboundarydong_11650101
"556",specialpurposearea_556,districtboundarydong_11650101
"557",specialpurposearea_557,districtboundarydong_11650101
"558",specialpurposearea_558,districtboundarydong_11650101
"559",specialpurposearea_559,districtboundarydong_11650101
"560",specialpurposearea_560,districtboundarydong_11650101
"561",specialpurposearea_561,districtboundarydong_11650101
"562",specialpurposearea_562,districtboundarydong_11650101
"563",specialpurposearea_563,districtboundarydong_11650101
"564",specialpurposearea_564,districtboundarydong_11650101
"565",specialpurposearea_565,districtboundarydong_11650101
"566",specialpurposearea_566,districtboundarydong_11650101
"567",specialpurposearea_567,districtboundarydong_11650101
"568",specialpurposearea_568,districtboundarydong_11650101
"569",specialpurposearea_569,districtboundarydong_11650101
"570",specialpurposearea_570,districtboundarydong_11650101
"571",specialpurposearea_571,districtboundarydong_11650101
"572",specialpurposearea_572,districtboundarydong_11650101
"573",specialpurposearea_573,districtboundarydong_11650101
"574",specialpurposearea_574,districtboundarydong_11650101
"575",specialpurposearea_575,districtboundarydong_11650101
"576",specialpurposearea_576,districtboundarydong_11650101
"577",specialpurposearea_577,districtboundarydong_11650101
"578",specialpurposearea_578,districtboundarydong_11650101
"579",specialpurposearea_579,districtboundarydong_11650101
"580",specialpurposearea_580,districtboundarydong_11650101
"581",specialpurposearea_581,districtboundarydong_11650101
"582",specialpurposearea_582,districtboundarydong_11650101
"583",specialpurposearea_583,districtboundarydong_11650101
"584",specialpurposearea_584,districtboundarydong_11650101
"585",specialpurposearea_585,districtboundarydong_11650101
"586",specialpurposearea_586,districtboundarydong_11650101
"587",specialpurposearea_587,districtboundarydong_11650101
"588",specialpurposearea_588,districtboundarydong_11650101
"589",specialpurposearea_589,districtboundarydong_11650101
"590",specialpurposearea_590,districtboundarydong_11650101
"591",specialpurposearea_591,districtboundarydong_11650101
"592",specialpurposearea_592,districtboundarydong_11650101
"593",specialpurposearea_593,districtboundarydong_11650101
"594",specialpurposearea_594,districtboundarydong_11650101
"595",specialpurposearea_595,districtboundarydong_11650101
"596",specialpurposearea_596,districtboundarydong_11650101
"597",specialpurposearea_597,districtboundarydong_11650101
"598",specialpurposearea_598,districtboundarydong_11650101
"599",specialpurposearea_599,districtboundarydong_11650101
"600",specialpurposearea_600,districtboundarydong_11650101
"601",specialpurposearea_601,districtboundarydong_11650101
"602",specialpurposearea_602,districtboundarydong_11650101
"603",specialpurposearea_603,districtboundarydong_11650101
"604",specialpurposearea_604,districtboundarydong_11650101
"605",specialpurposearea_605,districtboundarydong_11650101
"606",specialpurposearea_606,districtboundarydong_11650101
"607",specialpurposearea_607,districtboundarydong_11650101
"608",specialpurposearea_608,districtboundarydong_11650101
"609",specialpurposearea_609,districtboundarydong_11650101
"610",specialpurposearea_610,districtboundarydong_11650101
"611",specialpurposearea_611,districtboundarydong_11650101
"612",specialpurposearea_612,districtboundarydong_11650101
"613",specialpurposearea_613,districtboundarydong_11650101
"614",specialpurposearea_614,districtboundarydong_11650101
"615",specialpurposearea_615,districtboundarydong_11650101
"616",specialpurposearea_616,districtboundarydong_11650101
"617",specialpurposearea_617,districtboundarydong_11650101
"618",specialpurposearea_618,districtboundarydong_11650101
"619",specialpurposearea_619,districtboundarydong_11650101
"620",specialpurposearea_620,districtboundarydong_11650101
"621",specialpurposearea_621,districtboundarydong_11650101
"622",specialpurposearea_622,districtboundarydong_11650101
"623",specialpurposearea_623,districtboundarydong_11650101
"624",specialpurposearea_624,districtboundarydong_11650101
"625",specialpurposearea_625,districtboundarydong_11650101
"626",specialpurposearea_626,districtboundarydong_11650101
"627",specialpurposearea_627,districtboundarydong_11650101
"628",specialpurposearea_628,districtboundarydong_11650101
"629",specialpurposearea_629,districtboundarydong_11650101
"630",specialpurposearea_630,districtboundarydong_11650101
"631",specialpurposearea_631,districtboundarydong_11650101
"632",specialpurposearea_632,districtboundarydong_11650101
"633",specialpurposearea_633,districtboundarydong_11650101
"634",specialpurposearea_634,districtboundarydong_11650101
"635",specialpurposearea_635,districtboundarydong_11650101
"636",specialpurposearea_636,districtboundarydong_11650101
"637",specialpurposearea_637,districtboundarydong_11650101
"638",specialpurposearea_638,districtboundarydong_11650101
"639",specialpurposearea_639,districtboundarydong_11650101
"640",specialpurposearea_640,districtboundarydong_11650101
"641",specialpurposearea_641,districtboundarydong_11650101
"642",specialpurposearea_642,districtboundarydong_11650101
"643",specialpurposearea_643,districtboundarydong_11650101
"644",specialpurposearea_644,districtboundarydong_11650101
"645",specialpurposearea_645,districtboundarydong_11650101
"646",specialpurposearea_646,districtboundarydong_11650101
"647",specialpurposearea_647,districtboundarydong_11650101
"648",specialpurposearea_648,districtboundarydong_11650101
"649",specialpurposearea_649,districtboundarydong_11650101
"650",specialpurposearea_650,districtboundarydong_11650101
"651",specialpurposearea_651,districtboundarydong_11650101
"652",specialpurposearea_652,districtboundarydong_11650101
"653",specialpurposearea_653,districtboundarydong_11650101
"654",specialpurposearea_654,districtboundarydong_11650101
"655",specialpurposearea_655,districtboundarydong_11650101
"656",specialpurposearea_656,districtboundarydong_11650101
"657",specialpurposearea_657,districtboundarydong_11650101
"658",specialpurposearea_658,districtboundarydong_11650101
"659",specialpurposearea_659,districtboundarydong_11650101
"660",specialpurposearea_660,districtboundarydong_11650101
"661",specialpurposearea_661,districtboundarydong_11650101
"662",specialpurposearea_662,districtboundarydong_11650101
"663",specialpurposearea_663,districtboundarydong_11650101
"664",specialpurposearea_664,districtboundarydong_11650101
"665",specialpurposearea_665,districtboundarydong_11650101
"666",specialpurposearea_666,districtboundarydong_11650101
"667",specialpurposearea_667,districtboundarydong_11650101
"668",specialpurposearea_668,districtboundarydong_11650101
"669",specialpurposearea_669,districtboundarydong_11650101
"670",specialpurposearea_670,districtboundarydong_11650101
"671",specialpurposearea_671,districtboundarydong_11650101
"672",specialpurposearea_672,districtboundarydong_11650101
"673",specialpurposearea_673,districtboundarydong_11650101
"674",specialpurposearea_674,districtboundarydong_11650101
"675",specialpurposearea_675,districtboundarydong_11650101
"676",specialpurposearea_676,districtboundarydong_11650101
"677",specialpurposearea_677,districtboundarydong_11650101
"678",specialpurposearea_678,districtboundarydong_11650101
"679",specialpurposearea_679,districtboundarydong_11650101
"680",specialpurposearea_680,districtboundarydong_11650101
"681",specialpurposearea_681,districtboundarydong_11650101
"682",specialpurposearea_682,districtboundarydong_11650101
"683",specialpurposearea_683,districtboundarydong_11650101
"684",specialpurposearea_684,districtboundarydong_11650101
"685",specialpurposearea_685,districtboundarydong_11650101
"686",specialpurposearea_686,districtboundarydong_11650101
"687",specialpurposearea_687,districtboundarydong_11650101
"688",specialpurposearea_688,districtboundarydong_11650101
"689",specialpurposearea_689,districtboundarydong_11650101
"690",specialpurposearea_690,districtboundarydong_11650101
"691",specialpurposearea_691,districtboundarydong_11650101
"692",specialpurposearea_692,districtboundarydong_11650101
"693",specialpurposearea_693,districtboundarydong_11650101
"694",specialpurposearea_694,districtboundarydong_11650101
"695",specialpurposearea_695,districtboundarydong_11650101
"696",specialpurposearea_696,districtboundarydong_11650101
"697",specialpurposearea_697,districtboundarydong_11650101
"698",specialpurposearea_698,districtboundarydong_11650101
"699",specialpurposearea_699,districtboundarydong_11650101
"700",specialpurposearea_700,districtboundarydong_11650101
"701",specialpurposearea_701,districtboundarydong_11650101
"702",specialpurposearea_702,districtboundarydong_11650101
"703",specialpurposearea_703,districtboundarydong_11650101
"704",specialpurposearea_704,districtboundarydong_11650101
"705",specialpurposearea_705,districtboundarydong_11650101
"706",specialpurposearea_706,districtboundarydong_11650101
"707",specialpurposearea_707,districtboundarydong_11650101
"708",specialpurposearea_708,districtboundarydong_11650101
"709",specialpurposearea_709,districtboundarydong_11650101
"710",specialpurposearea_710,districtboundarydong_11650101
"711",specialpurposearea_711,districtboundarydong_11650101
"712",specialpurposearea_712,districtboundarydong_11650101
"713",specialpurposearea_713,districtboundarydong_11650101
"714",specialpurposearea_714,districtboundarydong_11650101
"715",specialpurposearea_715,districtboundarydong_11650101
"716",specialpurposearea_716,districtboundarydong_11650101
"717",specialpurposearea_717,districtboundarydong_11650101
"718",specialpurposearea_718,districtboundarydong_11650101
"719",specialpurposearea_719,districtboundarydong_11650101
"720",specialpurposearea_720,districtboundarydong_11650101
"721",specialpurposearea_721,districtboundarydong_11650101
"722",specialpurposearea_722,districtboundarydong_11650101
"723",specialpurposearea_723,districtboundarydong_11650101
"724",specialpurposearea_724,districtboundarydong_11650101
"725",specialpurposearea_725,districtboundarydong_11650101
"726",specialpurposearea_726,districtboundarydong_11650101
"727",specialpurposearea_727,districtboundarydong_11650101
"728",specialpurposearea_728,districtboundarydong_11650101
"729",specialpurposearea_729,districtboundarydong_11650101
"730",specialpurposearea_730,districtboundarydong_11650101
"731",specialpurposearea_731,districtboundarydong_11650101
"732",specialpurposearea_732,districtboundarydong_11650101
"733",specialpurposearea_733,districtboundarydong_11650101
"734",specialpurposearea_734,districtboundarydong_11650101
"735",specialpurposearea_735,districtboundarydong_11650101
"736",specialpurposearea_736,districtboundarydong_11650101
"737",specialpurposearea_737,districtboundarydong_11650101
"738",specialpurposearea_738,districtboundarydong_11650101
"739",specialpurposearea_739,districtboundarydong_11650101
"740",specialpurposearea_740,districtboundarydong_11650101
"741",specialpurposearea_741,districtboundarydong_11650101
"742",specialpurposearea_742,districtboundarydong_11650101
"743",specialpurposearea_743,districtboundarydong_11650101
"744",specialpurposearea_744,districtboundarydong_11650101
"745",specialpurposearea_745,districtboundarydong_11650101
"746",specialpurposearea_746,districtboundarydong_11650101
"747",specialpurposearea_747,districtboundarydong_11650101
"748",specialpurposearea_748,districtboundarydong_11650101
"749",specialpurposearea_749,districtboundarydong_11650101
"750",specialpurposearea_750,districtboundarydong_11650101
"751",specialpurposearea_751,districtboundarydong_11650101
"752",specialpurposearea_752,districtboundarydong_11650101
"753",specialpurposearea_753,districtboundarydong_11650101
